feature_name,group,X,Y,Z,coord,val,strike,dip,gx,gy,gz,intrusion_contact_type,intrusion_side,intrusion_anisotropy,description
Los Burros FTB Normal,Los Burros FTB,345389.788,6859057.109,1109.49,0,0,,,,,,,,,
Los Burros FTB Normal,Los Burros FTB,345469.319,6859693.356,1127.498,0,0,,,,,,,,,
Los Burros FTB Normal,Los Burros FTB,345509.085,6862307.935,900.052,0,0,,,,,,,,,
Los Burros FTB Normal,Los Burros FTB,345707.912,6861930.163,936.496,0,0,,,,,,,,,
Los Burros FTB Normal,Los Burros FTB,345727.795,6861691.57,965.726,0,0,,,,,,,,,
Los Burros FTB Normal,Los Burros FTB,345727.795,6860687.493,1061.73,0,0,,,,,,,,,
Los Burros FTB Normal,Los Burros FTB,345787.443,6861373.447,937.389,0,0,,,,,,,,,
Los Burros FTB Normal,Los Burros FTB,345787.443,6861373.447,937.389,1,0,,,,,,,,,
Los Burros FTB Normal,Los Burros FTB,345787.443,6861373.447,937.389,0,,,,0.9,-0.08,0.42,,,,
Los Burros FTB Normal,Los Burros FTB,345787.443,6861373.447,937.389,1,,,,0.42,-0.04,-0.91,,,,
Los Burros Shear Zone,Los Burros FTB,345936.563,6856263.585,1195.067,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,345976.329,6853251.352,1216.725,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,345996.212,6854692.85,1139.63,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,346035.977,6853470.062,1172.512,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,346065.801,6853947.247,1153.488,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,346075.743,6856879.95,1266.969,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,346115.508,6855667.103,1228.622,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,346711.99,6857893.969,1293.709,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,347487.416,6859405.057,1274.135,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,348402.022,6860478.724,1120.636,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,348580.966,6862486.88,1178.72,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,348600.849,6861890.398,1097.316,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,348600.849,6861890.398,1097.316,1,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,348620.732,6860816.73,1171.004,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,348700.263,6863242.423,1068.107,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,348759.911,6861134.854,1057.351,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,348879.207,6864037.733,949.84,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,349197.331,6864753.511,902.756,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,349555.22,6865568.703,880.185,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,350131.819,6866622.487,816.069,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,351066.308,6867934.748,807.902,0,0,,,,,,,,,
Los Burros Shear Zone,Los Burros FTB,348600.849,6861890.398,1097.316,0,,,,0.98,0,0.17,,,,
Los Burros Shear Zone,Los Burros FTB,348600.849,6861890.398,1097.316,1,,,,0.17,0,-0.98,,,,
Los Colorados FTB East Fault,Fold and Thrust Belt,320519.935,6857464.419,742.029,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,320526.065,6857629.921,755.646,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,320538.324,6857341.825,737.082,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,320562.843,6857868.98,773.22,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,320568.972,6856955.654,735.618,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,320568.972,6858518.728,740.921,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,320581.232,6856851.449,734.134,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,320581.232,6858108.038,764.395,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,320593.491,6858432.912,776.531,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,320636.399,6856459.148,718.068,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,320746.734,6856011.68,687.143,1,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,320746.734,6856011.68,687.143,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,320893.847,6855637.769,694.912,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,321071.608,6855239.338,695.276,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,321163.553,6854951.242,701.341,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,321206.461,6854742.832,703.6,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,321267.758,6854326.013,687.839,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,321359.704,6854025.658,702.008,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,321371.963,6853909.193,714.274,0,0,,,,,,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,320746.734,6856011.68,687.143,0,,,,-0.95,-0.25,0.17,,,,Normal fault post intrusion
Los Colorados FTB East Fault,Fold and Thrust Belt,320746.734,6856011.68,687.143,1,,,,-0.17,-0.04,-0.98,,,,Normal fault post intrusion
Los Colorados FTB West Fault,Fold and Thrust Belt,315560.975,6854574.543,552.353,0,0,,,,,,,,,
Los Colorados FTB West Fault,Fold and Thrust Belt,316163.995,6856335.997,671.391,0,0,,,,,,,,,
Los Colorados FTB West Fault,Fold and Thrust Belt,316703.539,6857383.348,651.161,0,0,,,,,,,,,
Los Colorados FTB West Fault,Fold and Thrust Belt,316957.443,6858192.665,700.967,0,0,,,,,,,,,
Los Colorados FTB West Fault,Fold and Thrust Belt,316957.443,6858192.665,700.967,1,0,,,,,,,,,
Los Colorados FTB West Fault,Fold and Thrust Belt,317608.07,6859065.458,719.478,0,0,,,,,,,,,
Los Colorados FTB West Fault,Fold and Thrust Belt,318401.518,6859906.512,693.693,0,0,,,,,,,,,
Los Colorados FTB West Fault,Fold and Thrust Belt,319210.834,6861699.704,634.476,0,0,,,,,,,,,
Los Colorados FTB West Fault,Fold and Thrust Belt,319671.034,6863032.696,546.625,0,0,,,,,,,,,
Los Colorados FTB West Fault,Fold and Thrust Belt,320432.744,6864238.737,537.17,0,0,,,,,,,,,
Los Colorados FTB West Fault,Fold and Thrust Belt,316957.443,6858192.665,700.967,0,,,,0.94,-0.34,0.09,,,,
Los Colorados FTB West Fault,Fold and Thrust Belt,316957.443,6858192.665,700.967,1,,,,0.08,-0.03,-1,,,,
Los Colorados Main Fault Normal,Normal fault,304460.121,6824575.769,736.523,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,304607.234,6824968.07,716.192,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,304787.038,6825605.559,727.691,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,304983.188,6826373.814,847.453,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,304983.188,6826079.589,805.482,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,305097.61,6826815.153,806.847,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,305146.647,6827338.22,841.682,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,305310.106,6828024.747,978.583,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,305800.482,6828854.3,812.757,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,305963.94,6829540.826,743.081,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,306274.512,6830358.119,658.085,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,306748.542,6831175.413,605.699,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,307157.189,6832303.278,546.53,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,307598.527,6833414.796,510.701,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,308007.174,6834395.548,471.501,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,308546.587,6835261.879,433.384,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,308955.234,6836013.789,400.696,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,309200.422,6836896.466,388.711,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,309592.723,6838089.714,354.058,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,309903.294,6838874.316,332.332,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,310606.167,6840496.643,316.005,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,311202.791,6841935.08,279.407,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,311791.242,6843520.629,247.819,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,312183.543,6844194.896,285.429,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,312412.385,6845028.535,351.164,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,312608.535,6845535.257,374.38,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,313033.528,6846221.783,444.124,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,313033.528,6846221.783,444.124,1,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,313213.332,6846990.039,465.346,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,313523.904,6847823.678,544.923,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,313867.167,6848346.746,590.027,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,314112.355,6849327.498,727.15,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,314324.851,6849556.34,739.181,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,314406.581,6849834.22,783.91,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,314488.31,6851284.915,691.309,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,314700.806,6850242.866,828.244,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,314978.686,6852102.209,638.483,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,315828.671,6853426.224,580.598,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,316319.047,6854063.713,583.722,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,316531.543,6854456.014,648.082,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,317414.22,6855600.224,586.014,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,317555.771,6856094.773,572.605,1,0,,,,,,,,,
Los Colorados Main Fault Normal,Normal fault,317757.483,6856531.939,587.439,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,317839.213,6856826.164,619.158,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,318100.747,6857365.578,631.031,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,318378.626,6858101.142,661.677,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,318803.619,6859073.721,754.586,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,319228.611,6860168.894,722.512,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,319310.341,6860822.729,692.362,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,319555.529,6861411.18,739.175,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,319686.296,6861590.984,678.078,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,319996.867,6862293.857,621.767,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,320421.86,6863454.413,559.68,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,320781.469,6864353.436,577.002,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,321222.807,6865301.496,604.889,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,321467.995,6866380.323,514.606,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,321909.334,6867900.489,515.687,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,322383.364,6868897.587,422.501,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,322693.935,6869796.61,473.655,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,323069.89,6870532.174,371.168,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,313033.528,6846221.783,444.124,0,,,,0.91,-0.37,0.17,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,313033.528,6846221.783,444.124,1,,,,0.16,-0.07,-0.98,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Normal,Normal fault,317555.771,6856094.773,572.605,0,,,,0.91,-0.37,0.17,,,,
Los Colorados Main Fault Normal,Normal fault,317555.771,6856094.773,572.605,1,,,,0.16,-0.07,-0.98,,,,
Los Colorados Main Fault Thrust,Inverted fault,304460.121,6824575.769,736.523,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,304607.234,6824968.07,716.192,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,304787.038,6825605.559,727.691,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,304983.188,6826373.814,847.453,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,304983.188,6826079.589,805.482,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,305097.61,6826815.153,806.847,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,305146.647,6827338.22,841.682,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,305310.106,6828024.747,978.583,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,305800.482,6828854.3,812.757,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,305963.94,6829540.826,743.081,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,306274.512,6830358.119,658.085,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,306748.542,6831175.413,605.699,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,307157.189,6832303.278,546.53,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,307598.527,6833414.796,510.701,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,308007.174,6834395.548,471.501,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,308546.587,6835261.879,433.384,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,308955.234,6836013.789,400.696,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,309200.422,6836896.466,388.711,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,309592.723,6838089.714,354.058,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,309903.294,6838874.316,332.332,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,310606.167,6840496.643,316.005,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,311202.791,6841935.08,279.407,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,311791.242,6843520.629,247.819,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,312183.543,6844194.896,285.429,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,312412.385,6845028.535,351.164,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,312608.535,6845535.257,374.38,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,313033.528,6846221.783,444.124,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,313033.528,6846221.783,444.124,1,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,313213.332,6846990.039,465.346,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,313523.904,6847823.678,544.923,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,313867.167,6848346.746,590.027,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,314112.355,6849327.498,727.15,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,314324.851,6849556.34,739.181,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,314406.581,6849834.22,783.91,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,314488.31,6851284.915,691.309,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,314700.806,6850242.866,828.244,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,314978.686,6852102.209,638.483,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,315828.671,6853426.224,580.598,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,316319.047,6854063.713,583.722,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,316531.543,6854456.014,648.082,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,317414.22,6855600.224,586.014,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,317555.771,6856094.773,572.605,1,0,,,,,,,,,
Los Colorados Main Fault Thrust,Inverted fault,317757.483,6856531.939,587.439,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,317839.213,6856826.164,619.158,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,318100.747,6857365.578,631.031,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,318378.626,6858101.142,661.677,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,318803.619,6859073.721,754.586,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,319228.611,6860168.894,722.512,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,319310.341,6860822.729,692.362,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,319555.529,6861411.18,739.175,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,319686.296,6861590.984,678.078,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,319996.867,6862293.857,621.767,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,320421.86,6863454.413,559.68,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,320781.469,6864353.436,577.002,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,321222.807,6865301.496,604.889,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,321467.995,6866380.323,514.606,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,321909.334,6867900.489,515.687,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,322383.364,6868897.587,422.501,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,322693.935,6869796.61,473.655,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,323069.89,6870532.174,371.168,0,0,,,,,,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,313033.528,6846221.783,444.124,0,,,,0.91,-0.37,0.17,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,313033.528,6846221.783,444.124,1,,,,0.08,-0.03,1,,,,Los Colorados Fold and Thrust Belt
Los Colorados Main Fault Thrust,Inverted fault,317555.771,6856094.773,572.605,0,,,,0.91,-0.37,0.17,,,,
Los Colorados Main Fault Thrust,Inverted fault,317555.771,6856094.773,572.605,1,,,,0.08,-0.03,1,,,,
Quebrada Calavera Fault,Normal Fault,343113.216,6860006.509,874.666,0,0,,,,,,,,,
Quebrada Calavera Fault,Normal Fault,343272.278,6860583.108,895.947,0,0,,,,,,,,,
Quebrada Calavera Fault,Normal Fault,343401.515,6861398.3,844.056,0,0,,,,,,,,,
Quebrada Calavera Fault,Normal Fault,343431.34,6861209.414,845.292,0,0,,,,,,,,,
Quebrada Calavera Fault,Normal Fault,343431.34,6861209.414,845.292,1,0,,,,,,,,,
Quebrada Calavera Fault,Normal Fault,343461.164,6862153.844,864.76,0,0,,,,,,,,,
Quebrada Calavera Fault,Normal Fault,343471.105,6861795.955,875.623,0,0,,,,,,,,,
Quebrada Calavera Fault,Normal Fault,343431.34,6861209.414,845.292,0,,,,0.95,-0.25,0.17,,,,
Quebrada Calavera Fault,Normal Fault,343431.34,6861209.414,845.292,1,,,,0.17,-0.04,-0.98,,,,
Retamilla Plutonic Complex,intrusion,313033.528,6846221.783,444.123657,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,313213.332,6846990.039,465.346375,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,313523.904,6847823.678,544.922729,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,313867.167,6848346.746,590.026672,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,314112.355,6849327.498,727.150452,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,314324.851,6849556.34,739.180664,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,314406.581,6849834.22,783.910095,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,314488.31,6851284.915,691.30896,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,314700.806,6850242.866,828.243713,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,314978.686,6852102.209,638.483337,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,315828.671,6853426.224,580.597656,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,316319.047,6854063.713,583.72229,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,316531.543,6854456.014,648.082153,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,317414.22,6855600.224,586.013916,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,317757.483,6856531.939,587.438843,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,317839.213,6856826.164,619.157715,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,318100.747,6857365.578,631.030823,,,,,,,,,TRUE,,Los Colorados FTB
Retamilla Plutonic Complex,intrusion,319048.9288,6856434.649,720.651123,,,,,,,,roof,,,Contact between Retamilla and host rock at the surface level
Retamilla Plutonic Complex,intrusion,319091.4963,6856666.739,723.647827,,,,,,,,roof,,,Contact between Retamilla and host rock at the surface level
Retamilla Plutonic Complex,intrusion,319103.3804,6856193.027,710.598755,,,,,,,,roof,,,Contact between Retamilla and host rock at the surface level
