X,Y,Z,val
307473.598,6860478.993,689.539,0
307473.598,6859478.993,552.676,0
307473.598,6858478.993,458.564,0
307473.598,6857478.993,418.423,0
307473.598,6856478.993,453.215,0
307473.598,6855478.993,458.982,0
307473.598,6854478.993,483.535,0
307473.598,6853478.993,528.217,0
307473.598,6852478.993,915.37,0
307473.598,6851478.993,1014.959,0
307473.598,6850478.993,1149.571,0
307473.598,6849478.993,996.684,0
307473.598,6848478.993,643.985,0
307473.598,6847478.993,443.085,0
307473.598,6846478.993,294.445,0
307473.598,6845478.993,296.971,0
308473.598,6881478.993,505.974,0
308473.598,6880478.993,648.092,0
308473.598,6879478.993,593.075,0
308473.598,6878478.993,631.437,0
308473.598,6877478.993,605.523,0
308473.598,6876478.993,579.095,0
308473.598,6875478.993,574.844,0
308473.598,6874478.993,596.532,0
308473.598,6873478.993,716.88,0
308473.598,6872478.993,876.679,0
308473.598,6871478.993,869.439,0
308473.598,6870478.993,811.87,0
308473.598,6869478.993,803.81,0
308473.598,6868478.993,796.455,0
308473.598,6867478.993,738.453,0
308473.598,6866478.993,714.897,0
308473.598,6865478.993,570.875,0
308473.598,6864478.993,532.518,0
308473.598,6863478.993,467.283,0
308473.598,6862478.993,596.16,0
308473.598,6861478.993,675.674,0
308473.598,6860478.993,728.313,0
308473.598,6859478.993,620.557,0
308473.598,6858478.993,447.078,0
308473.598,6857478.993,453.224,0
308473.598,6856478.993,433.018,0
308473.598,6855478.993,445.819,0
308473.598,6854478.993,491.086,0
308473.598,6853478.993,532.553,0
308473.598,6852478.993,688.829,0
308473.598,6851478.993,748.422,0
308473.598,6850478.993,1022.699,0
308473.598,6849478.993,731.3,0
308473.598,6848478.993,696.414,0
308473.598,6847478.993,486.222,0
308473.598,6846478.993,385.145,0
308473.598,6845478.993,303.623,0
309473.598,6881478.993,414.064,0
309473.598,6880478.993,495.477,0
309473.598,6879478.993,563.206,0
309473.598,6878478.993,632.682,0
309473.598,6877478.993,511.229,0
309473.598,6876478.993,484.445,0
309473.598,6875478.993,517.847,0
309473.598,6874478.993,604.758,0
309473.598,6873478.993,663.78,0
309473.598,6872478.993,664.456,0
309473.598,6871478.993,652.454,0
309473.598,6870478.993,689.497,0
309473.598,6869478.993,827.57,0
309473.598,6868478.993,852.046,0
309473.598,6867478.993,817.74,0
309473.598,6866478.993,644.253,0
309473.598,6865478.993,681.508,0
309473.598,6864478.993,552.66,0
309473.598,6863478.993,493.772,0
309473.598,6862478.993,571.294,0
309473.598,6861478.993,591.977,0
309473.598,6860478.993,626.633,0
309473.598,6859478.993,691.355,0
309473.598,6858478.993,453.268,0
309473.598,6857478.993,467.335,0
309473.598,6856478.993,443.965,0
309473.598,6855478.993,448.598,0
309473.598,6854478.993,480.6,0
309473.598,6853478.993,558.793,0
309473.598,6852478.993,711.006,0
309473.598,6851478.993,835.19,0
309473.598,6850478.993,673.919,0
309473.598,6849478.993,506.06,0
309473.598,6848478.993,399.047,0
309473.598,6847478.993,325.88,0
309473.598,6846478.993,293.261,0
309473.598,6845478.993,310.87,0
310473.598,6881478.993,500.266,0
310473.598,6880478.993,483.536,0
310473.598,6879478.993,480.445,0
310473.598,6878478.993,502.121,0
310473.598,6877478.993,473.735,0
310473.598,6876478.993,497.4,0
310473.598,6875478.993,491.988,0
310473.598,6874478.993,574.552,0
310473.598,6873478.993,565.605,0
310473.598,6872478.993,557.529,0
310473.598,6871478.993,626.204,0
310473.598,6870478.993,623.572,0
310473.598,6869478.993,718.604,0
310473.598,6868478.993,903.639,0
310473.598,6867478.993,892.698,0
310473.598,6866478.993,776.757,0
310473.598,6865478.993,665.291,0
310473.598,6864478.993,597.364,0
310473.598,6863478.993,570.288,0
310473.598,6862478.993,491.792,0
310473.598,6861478.993,512.268,0
310473.598,6860478.993,565.6,0
310473.598,6859478.993,666.505,0
310473.598,6858478.993,479.516,0
310473.598,6857478.993,483.754,0
310473.598,6856478.993,462.249,0
310473.598,6855478.993,463.952,0
310473.598,6854478.993,492.902,0
310473.598,6853478.993,594.107,0
310473.598,6852478.993,730.916,0
310473.598,6851478.993,660.75,0
310473.598,6850478.993,697.093,0
310473.598,6849478.993,603.153,0
310473.598,6848478.993,368.626,0
310473.598,6847478.993,332.435,0
310473.598,6846478.993,308.988,0
310473.598,6845478.993,317.394,0
311473.598,6881478.993,345.729,0
311473.598,6880478.993,415.703,0
311473.598,6879478.993,384.431,0
311473.598,6878478.993,396.324,0
311473.598,6877478.993,420.87,0
311473.598,6876478.993,516.032,0
311473.598,6875478.993,441.243,0
311473.598,6874478.993,511.772,0
311473.598,6873478.993,475.675,0
311473.598,6872478.993,508.584,0
311473.598,6871478.993,535.72,0
311473.598,6870478.993,663.273,0
311473.598,6869478.993,816.586,0
311473.598,6868478.993,876.854,0
311473.598,6867478.993,733.745,0
311473.598,6866478.993,780.299,0
311473.598,6865478.993,780.868,0
311473.598,6864478.993,542.036,0
311473.598,6863478.993,504.445,0
311473.598,6862478.993,488.089,0
311473.598,6861478.993,511.324,0
311473.598,6860478.993,556.856,0
311473.598,6859478.993,612.256,0
311473.598,6858478.993,499.038,0
311473.598,6857478.993,521.261,0
311473.598,6856478.993,518.66,0
311473.598,6855478.993,508.307,0
311473.598,6854478.993,610.902,0
311473.598,6853478.993,775.183,0
311473.598,6852478.993,614.776,0
311473.598,6851478.993,725.108,0
311473.598,6850478.993,839.64,0
311473.598,6849478.993,528.044,0
311473.598,6848478.993,383.292,0
311473.598,6847478.993,413.088,0
311473.598,6846478.993,326.565,0
311473.598,6845478.993,323.204,0
312473.598,6881478.993,335.654,0
312473.598,6880478.993,349.575,0
312473.598,6879478.993,418.648,0
312473.598,6878478.993,450.444,0
312473.598,6877478.993,458.204,0
312473.598,6876478.993,441.023,0
312473.598,6875478.993,409.492,0
312473.598,6874478.993,432.437,0
312473.598,6873478.993,510.386,0
312473.598,6872478.993,593.746,0
312473.598,6871478.993,615.758,0
312473.598,6870478.993,608.764,0
312473.598,6869478.993,747.311,0
312473.598,6868478.993,765.409,0
312473.598,6867478.993,699.899,0
312473.598,6866478.993,592.453,0
312473.598,6865478.993,612.27,0
312473.598,6864478.993,529.797,0
312473.598,6863478.993,509.218,0
312473.598,6862478.993,584.379,0
312473.598,6861478.993,616.05,0
312473.598,6860478.993,611.807,0
312473.598,6859478.993,910.363,0
312473.598,6858478.993,736.948,0
312473.598,6857478.993,486.257,0
312473.598,6856478.993,668.383,0
312473.598,6855478.993,548.976,0
312473.598,6854478.993,584.766,0
312473.598,6853478.993,563.93,0
312473.598,6852478.993,679.395,0
312473.598,6851478.993,700.404,0
312473.598,6850478.993,785.652,0
312473.598,6849478.993,605.613,0
312473.598,6848478.993,430.611,0
312473.598,6847478.993,395.736,0
312473.598,6846478.993,363.719,0
312473.598,6845478.993,364.814,0
313473.598,6881478.993,537.2,0
313473.598,6880478.993,477.454,0
313473.598,6879478.993,454.921,0
313473.598,6878478.993,456.796,0
313473.598,6877478.993,408.718,0
313473.598,6876478.993,396.419,0
313473.598,6875478.993,489.185,0
313473.598,6874478.993,551.324,0
313473.598,6873478.993,578.515,0
313473.598,6872478.993,530.64,0
313473.598,6871478.993,761.312,0
313473.598,6870478.993,736.57,0
313473.598,6869478.993,722.911,0
313473.598,6868478.993,1083.969,0
313473.598,6867478.993,1005.626,0
313473.598,6866478.993,656.582,0
313473.598,6865478.993,569.115,0
313473.598,6864478.993,535.941,0
313473.598,6863478.993,551.825,0
313473.598,6862478.993,614.254,0
313473.598,6861478.993,618.099,0
313473.598,6860478.993,608.179,0
313473.598,6859478.993,598.537,0
313473.598,6858478.993,560.096,0
313473.598,6857478.993,507.23,0
313473.598,6856478.993,523.188,0
313473.598,6855478.993,560.199,0
313473.598,6854478.993,561.401,0
313473.598,6853478.993,637.819,0
313473.598,6852478.993,790.135,0
313473.598,6851478.993,896.169,0
313473.598,6850478.993,829.79,0
313473.598,6849478.993,559.372,0
313473.598,6848478.993,541.36,0
313473.598,6847478.993,521.365,0
313473.598,6846478.993,477.962,0
313473.598,6845478.993,639.025,0
314473.598,6881478.993,665.086,0
314473.598,6880478.993,542.379,0
314473.598,6879478.993,563.819,0
314473.598,6878478.993,343.294,0
314473.598,6877478.993,354.168,0
314473.598,6876478.993,324.523,0
314473.598,6875478.993,393.832,0
314473.598,6874478.993,591.657,0
314473.598,6873478.993,737.583,0
314473.598,6872478.993,592.917,0
314473.598,6871478.993,602.187,0
314473.598,6870478.993,697.574,0
314473.598,6869478.993,832.993,0
314473.598,6868478.993,918.807,0
314473.598,6867478.993,698.244,0
314473.598,6866478.993,645.803,0
314473.598,6865478.993,553.56,0
314473.598,6864478.993,636.894,0
314473.598,6863478.993,605.451,0
314473.598,6862478.993,688.87,0
314473.598,6861478.993,816.549,0
314473.598,6860478.993,691.079,0
314473.598,6859478.993,715.723,0
314473.598,6858478.993,663.722,0
314473.598,6857478.993,574.063,0
314473.598,6856478.993,608.923,0
314473.598,6855478.993,546.251,0
314473.598,6854478.993,595.143,0
314473.598,6853478.993,701.646,0
314473.598,6852478.993,717.681,0
314473.598,6851478.993,666.407,0
314473.598,6850478.993,808.855,0
314473.598,6849478.993,772.066,0
314473.598,6848478.993,730.965,0
314473.598,6847478.993,818.261,0
314473.598,6846478.993,527.785,0
314473.598,6845478.993,412.151,0
315473.598,6881478.993,475.938,0
315473.598,6880478.993,411.041,0
315473.598,6879478.993,334.475,0
315473.598,6878478.993,322.136,0
315473.598,6877478.993,314.416,0
315473.598,6876478.993,301.467,0
315473.598,6875478.993,297.392,0
315473.598,6874478.993,394.547,0
315473.598,6873478.993,573.841,0
315473.598,6872478.993,593.608,0
315473.598,6871478.993,835.574,0
315473.598,6870478.993,941.811,0
315473.598,6869478.993,883.151,0
315473.598,6868478.993,543.469,0
315473.598,6867478.993,593.471,0
315473.598,6866478.993,585.493,0
315473.598,6865478.993,480.261,0
315473.598,6864478.993,479.541,0
315473.598,6863478.993,594.083,0
315473.598,6862478.993,643.659,0
315473.598,6861478.993,578.502,0
315473.598,6860478.993,595.562,0
315473.598,6859478.993,868.905,0
315473.598,6858478.993,851.829,0
315473.598,6857478.993,768.395,0
315473.598,6856478.993,748.119,0
315473.598,6855478.993,530.358,0
315473.598,6854478.993,563.847,0
315473.598,6853478.993,614.601,0
315473.598,6852478.993,626.13,0
315473.598,6851478.993,753.651,0
315473.598,6850478.993,955.044,0
315473.598,6849478.993,1072.052,0
315473.598,6848478.993,856.277,0
315473.598,6847478.993,686.118,0
315473.598,6846478.993,467.607,0
315473.598,6845478.993,364.499,0
316473.598,6881478.993,297.245,0
316473.598,6880478.993,295.352,0
316473.598,6879478.993,297.49,0
316473.598,6878478.993,302.729,0
316473.598,6877478.993,300.096,0
316473.598,6876478.993,297.132,0
316473.598,6875478.993,297.933,0
316473.598,6874478.993,314.854,0
316473.598,6873478.993,383.168,0
316473.598,6872478.993,678.534,0
316473.598,6871478.993,637.835,0
316473.598,6870478.993,678.058,0
316473.598,6869478.993,611.291,0
316473.598,6868478.993,563.284,0
316473.598,6867478.993,471.31,0
316473.598,6866478.993,525.103,0
316473.598,6865478.993,479.108,0
316473.598,6864478.993,538.161,0
316473.598,6863478.993,491.086,0
316473.598,6862478.993,511.875,0
316473.598,6861478.993,577.624,0
316473.598,6860478.993,734.987,0
316473.598,6859478.993,961.018,0
316473.598,6858478.993,794.303,0
316473.598,6857478.993,685.423,0
316473.598,6856478.993,668.483,0
316473.598,6855478.993,562.139,0
316473.598,6854478.993,658.877,0
316473.598,6853478.993,624.946,0
316473.598,6852478.993,652.271,0
316473.598,6851478.993,737.017,0
316473.598,6850478.993,751.408,0
316473.598,6849478.993,742.817,0
316473.598,6848478.993,608.492,0
316473.598,6847478.993,502.728,0
316473.598,6846478.993,426.371,0
316473.598,6845478.993,372.293,0
317473.598,6881478.993,288.555,0
317473.598,6880478.993,293.958,0
317473.598,6879478.993,297,0
317473.598,6878478.993,298.25,0
317473.598,6877478.993,298.355,0
317473.598,6876478.993,297.24,0
317473.598,6875478.993,306.041,0
317473.598,6874478.993,404.366,0
317473.598,6873478.993,321.134,0
317473.598,6872478.993,388.576,0
317473.598,6871478.993,447.671,0
317473.598,6870478.993,500.589,0
317473.598,6869478.993,500.197,0
317473.598,6868478.993,425.911,0
317473.598,6867478.993,421.419,0
317473.598,6866478.993,427.494,0
317473.598,6865478.993,451.37,0
317473.598,6864478.993,468.818,0
317473.598,6863478.993,579.17,0
317473.598,6862478.993,576.242,0
317473.598,6861478.993,684.419,0
317473.598,6860478.993,723.52,0
317473.598,6859478.993,667.944,0
317473.598,6858478.993,825.471,0
317473.598,6857478.993,705.138,0
317473.598,6856478.993,623.949,0
317473.598,6855478.993,606.873,0
317473.598,6854478.993,610.834,0
317473.598,6853478.993,606.51,0
317473.598,6852478.993,651.783,0
317473.598,6851478.993,772.45,0
317473.598,6850478.993,872.655,0
317473.598,6849478.993,1088.766,0
317473.598,6848478.993,816.399,0
317473.598,6847478.993,713.903,0
317473.598,6846478.993,567.855,0
317473.598,6845478.993,467.55,0
318473.598,6881478.993,293.47,0
318473.598,6880478.993,296.858,0
318473.598,6879478.993,298.8,0
318473.598,6878478.993,301.229,0
318473.598,6877478.993,303.033,0
318473.598,6876478.993,301.289,0
318473.598,6875478.993,359.014,0
318473.598,6874478.993,509.5,0
318473.598,6873478.993,361.022,0
318473.598,6872478.993,360.978,0
318473.598,6871478.993,424.856,0
318473.598,6870478.993,404.499,0
318473.598,6869478.993,448.095,0
318473.598,6868478.993,439.756,0
318473.598,6867478.993,562.211,0
318473.598,6866478.993,629.437,0
318473.598,6865478.993,539.767,0
318473.598,6864478.993,484.547,0
318473.598,6863478.993,595.153,0
318473.598,6862478.993,663.671,0
318473.598,6861478.993,651.301,0
318473.598,6860478.993,622.129,0
318473.598,6859478.993,693.849,0
318473.598,6858478.993,711.724,0
318473.598,6857478.993,621.038,0
318473.598,6856478.993,629.137,0
318473.598,6855478.993,636.96,0
318473.598,6854478.993,640.596,0
318473.598,6853478.993,665.37,0
318473.598,6852478.993,754.642,0
318473.598,6851478.993,1004.415,0
318473.598,6850478.993,976.388,0
318473.598,6849478.993,794.381,0
318473.598,6848478.993,657.867,0
318473.598,6847478.993,557.313,0
318473.598,6846478.993,442.127,0
318473.598,6845478.993,391.956,0
319473.598,6881478.993,295.35,0
319473.598,6880478.993,299.38,0
319473.598,6879478.993,302.002,0
319473.598,6878478.993,305.564,0
319473.598,6877478.993,307.987,0
319473.598,6876478.993,326.146,0
319473.598,6875478.993,459.345,0
319473.598,6874478.993,507.492,0
319473.598,6873478.993,508.194,0
319473.598,6872478.993,430.854,0
319473.598,6871478.993,388.901,0
319473.598,6870478.993,376.009,0
319473.598,6869478.993,396.357,0
319473.598,6868478.993,424.892,0
319473.598,6867478.993,480.798,0
319473.598,6866478.993,512.375,0
319473.598,6865478.993,499.966,0
319473.598,6864478.993,513.276,0
319473.598,6863478.993,535.866,0
319473.598,6862478.993,589.205,0
319473.598,6861478.993,726.015,0
319473.598,6860478.993,673.355,0
319473.598,6859478.993,710.182,0
319473.598,6858478.993,836.684,0
319473.598,6857478.993,726.478,0
319473.598,6856478.993,729.546,0
319473.598,6855478.993,754.736,0
319473.598,6854478.993,740.272,0
319473.598,6853478.993,863.102,0
319473.598,6852478.993,744.371,0
319473.598,6851478.993,776.279,0
319473.598,6850478.993,723.944,0
319473.598,6849478.993,583.972,0
319473.598,6848478.993,513.707,0
319473.598,6847478.993,450.214,0
319473.598,6846478.993,414.338,0
319473.598,6845478.993,392.987,0
320473.598,6881478.993,296.855,0
320473.598,6880478.993,300.984,0
320473.598,6879478.993,304.448,0
320473.598,6878478.993,308.721,0
320473.598,6877478.993,313.116,0
320473.598,6876478.993,358.751,0
320473.598,6875478.993,329.057,0
320473.598,6874478.993,338.702,0
320473.598,6873478.993,355.127,0
320473.598,6872478.993,353.154,0
320473.598,6871478.993,360.555,0
320473.598,6870478.993,370.349,0
320473.598,6869478.993,422.184,0
320473.598,6868478.993,468.872,0
320473.598,6867478.993,443.325,0
320473.598,6866478.993,476.619,0
