X,Y,Z,val
320473.598,6865478.993,568.385,0
320473.598,6864478.993,558.433,0
320473.598,6863478.993,568.5,0
320473.598,6862478.993,603.332,0
320473.598,6861478.993,705.173,0
320473.598,6860478.993,690.585,0
320473.598,6859478.993,674.893,0
320473.598,6858478.993,726.718,0
320473.598,6857478.993,744.797,0
320473.598,6856478.993,727.896,0
320473.598,6855478.993,707.299,0
320473.598,6854478.993,717.678,0
320473.598,6853478.993,731.251,0
320473.598,6852478.993,740.362,0
320473.598,6851478.993,683.945,0
320473.598,6850478.993,596.675,0
320473.598,6849478.993,567.029,0
320473.598,6848478.993,467.254,0
320473.598,6847478.993,434.666,0
320473.598,6846478.993,411.831,0
320473.598,6845478.993,392.616,0
321473.598,6881478.993,297.928,0
321473.598,6880478.993,303.284,0
321473.598,6879478.993,310.02,0
321473.598,6878478.993,311.882,0
321473.598,6877478.993,317.231,0
321473.598,6876478.993,320.416,0
321473.598,6875478.993,324.662,0
321473.598,6874478.993,329.85,0
321473.598,6873478.993,338.813,0
321473.598,6872478.993,345.618,0
321473.598,6871478.993,368.146,0
321473.598,6870478.993,394.747,0
321473.598,6869478.993,408.907,0
321473.598,6868478.993,473.67,0
321473.598,6867478.993,526.448,0
321473.598,6866478.993,504.241,0
321473.598,6865478.993,578.05,0
321473.598,6864478.993,582.204,0
321473.598,6863478.993,600.441,0
321473.598,6862478.993,591.4,0
321473.598,6861478.993,607.619,0
321473.598,6860478.993,630.65,0
321473.598,6859478.993,692.946,0
321473.598,6858478.993,797.373,0
321473.598,6857478.993,816.36,0
321473.598,6856478.993,678.677,0
321473.598,6855478.993,671.623,0
321473.598,6854478.993,677.923,0
321473.598,6853478.993,682.215,0
321473.598,6852478.993,634.946,0
321473.598,6851478.993,596.957,0
321473.598,6850478.993,555.384,0
321473.598,6849478.993,528.181,0
321473.598,6848478.993,474.646,0
321473.598,6847478.993,444.978,0
321473.598,6846478.993,424.555,0
321473.598,6845478.993,404.861,0
322473.598,6881478.993,300.596,0
322473.598,6880478.993,306.261,0
322473.598,6879478.993,311.386,0
322473.598,6878478.993,317.259,0
322473.598,6877478.993,322.18,0
322473.598,6876478.993,326.913,0
322473.598,6875478.993,330.05,0
322473.598,6874478.993,333.337,0
322473.598,6873478.993,336.495,0
322473.598,6872478.993,344.897,0
322473.598,6871478.993,353.956,0
322473.598,6870478.993,366.311,0
322473.598,6869478.993,481.413,0
322473.598,6868478.993,377.766,0
322473.598,6867478.993,569.81,0
322473.598,6866478.993,628.663,0
322473.598,6865478.993,748.35,0
322473.598,6864478.993,624.351,0
322473.598,6863478.993,623.733,0
322473.598,6862478.993,617.214,0
322473.598,6861478.993,617.415,0
322473.598,6860478.993,665.151,0
322473.598,6859478.993,792.535,0
322473.598,6858478.993,710.271,0
322473.598,6857478.993,668.803,0
322473.598,6856478.993,644.163,0
322473.598,6855478.993,649.04,0
322473.598,6854478.993,652.113,0
322473.598,6853478.993,678.876,0
322473.598,6852478.993,807.789,0
322473.598,6851478.993,744.429,0
322473.598,6850478.993,583.9,0
322473.598,6849478.993,609.949,0
322473.598,6848478.993,567.24,0
322473.598,6847478.993,480.192,0
322473.598,6846478.993,459.915,0
322473.598,6845478.993,455.086,0
323473.598,6881478.993,305.286,0
323473.598,6880478.993,310.519,0
323473.598,6879478.993,315.533,0
323473.598,6878478.993,321.098,0
323473.598,6877478.993,327.323,0
323473.598,6876478.993,333.434,0
323473.598,6875478.993,337.941,0
323473.598,6874478.993,339.79,0
323473.598,6873478.993,344.334,0
323473.598,6872478.993,353.21,0
323473.598,6871478.993,361.177,0
323473.598,6870478.993,398.508,0
323473.598,6869478.993,546.974,0
323473.598,6868478.993,456.038,0
323473.598,6867478.993,713.989,0
323473.598,6866478.993,651.236,0
323473.598,6865478.993,639.276,0
323473.598,6864478.993,627.594,0
323473.598,6863478.993,584.069,0
323473.598,6862478.993,597.176,0
323473.598,6861478.993,621.125,0
323473.598,6860478.993,624.995,0
323473.598,6859478.993,638.443,0
323473.598,6858478.993,639.901,0
323473.598,6857478.993,631.048,0
323473.598,6856478.993,627.637,0
323473.598,6855478.993,640.545,0
323473.598,6854478.993,626.778,0
323473.598,6853478.993,634.758,0
323473.598,6852478.993,657.958,0
323473.598,6851478.993,737.911,0
323473.598,6850478.993,679.302,0
323473.598,6849478.993,768.25,0
323473.598,6848478.993,581.233,0
323473.598,6847478.993,540.978,0
323473.598,6846478.993,566.546,0
323473.598,6845478.993,696.457,0
324473.598,6881478.993,311.547,0
324473.598,6880478.993,316.562,0
324473.598,6879478.993,323.109,0
324473.598,6878478.993,329.466,0
324473.598,6877478.993,332.527,0
324473.598,6876478.993,339.736,0
324473.598,6875478.993,345.458,0
324473.598,6874478.993,347.568,0
324473.598,6873478.993,349.363,0
324473.598,6872478.993,360.484,0
324473.598,6871478.993,372.388,0
324473.598,6870478.993,394.928,0
324473.598,6869478.993,429.963,0
324473.598,6868478.993,520.577,0
324473.598,6867478.993,515.705,0
324473.598,6866478.993,494.567,0
324473.598,6865478.993,545.866,0
324473.598,6864478.993,590.286,0
324473.598,6863478.993,573.721,0
324473.598,6862478.993,577.029,0
324473.598,6861478.993,593.687,0
324473.598,6860478.993,593.509,0
324473.598,6859478.993,616.14,0
324473.598,6858478.993,604.2,0
324473.598,6857478.993,608.902,0
324473.598,6856478.993,606.523,0
324473.598,6855478.993,611.079,0
324473.598,6854478.993,611.608,0
324473.598,6853478.993,623.662,0
324473.598,6852478.993,637.246,0
324473.598,6851478.993,666.525,0
324473.598,6850478.993,703.893,0
324473.598,6849478.993,730.639,0
324473.598,6848478.993,734.643,0
324473.598,6847478.993,774.22,0
324473.598,6846478.993,746.142,0
324473.598,6845478.993,927.454,0
325473.598,6881478.993,315.92,0
325473.598,6880478.993,323.517,0
325473.598,6879478.993,330.99,0
325473.598,6878478.993,336.911,0
325473.598,6877478.993,340.376,0
325473.598,6876478.993,343.15,0
325473.598,6875478.993,352.848,0
325473.598,6874478.993,355.048,0
325473.598,6873478.993,354.133,0
325473.598,6872478.993,361.696,0
325473.598,6871478.993,457.8,0
325473.598,6870478.993,390.325,0
325473.598,6869478.993,406.035,0
325473.598,6868478.993,448.609,0
325473.598,6867478.993,443.145,0
325473.598,6866478.993,476.622,0
325473.598,6865478.993,514.265,0
325473.598,6864478.993,575.738,0
325473.598,6863478.993,570.012,0
325473.598,6862478.993,564.734,0
325473.598,6861478.993,574.689,0
325473.598,6860478.993,579.149,0
325473.598,6859478.993,591.655,0
325473.598,6858478.993,587.525,0
325473.598,6857478.993,594.286,0
325473.598,6856478.993,594.518,0
325473.598,6855478.993,598.497,0
325473.598,6854478.993,606.964,0
325473.598,6853478.993,619.164,0
325473.598,6852478.993,634.081,0
325473.598,6851478.993,673.272,0
325473.598,6850478.993,759.698,0
325473.598,6849478.993,868.598,0
325473.598,6848478.993,916.206,0
325473.598,6847478.993,916.452,0
325473.598,6846478.993,778.843,0
325473.598,6845478.993,749.686,0
326473.598,6881478.993,321.201,0
326473.598,6880478.993,329.271,0
326473.598,6879478.993,336.831,0
326473.598,6878478.993,345.498,0
326473.598,6877478.993,352.34,0
326473.598,6876478.993,348.667,0
326473.598,6875478.993,353.621,0
326473.598,6874478.993,363.448,0
326473.598,6873478.993,361.086,0
326473.598,6872478.993,375.743,0
326473.598,6871478.993,389.453,0
326473.598,6870478.993,395.204,0
326473.598,6869478.993,429.862,0
326473.598,6868478.993,482.258,0
326473.598,6867478.993,450.299,0
326473.598,6866478.993,481.864,0
326473.598,6865478.993,491.516,0
326473.598,6864478.993,537.36,0
326473.598,6863478.993,562.63,0
326473.598,6862478.993,558.049,0
326473.598,6861478.993,563.238,0
326473.598,6860478.993,568.867,0
326473.598,6859478.993,574.623,0
326473.598,6858478.993,581.689,0
326473.598,6857478.993,586.634,0
326473.598,6856478.993,593.048,0
326473.598,6855478.993,599.182,0
326473.598,6854478.993,605.885,0
326473.598,6853478.993,622.937,0
326473.598,6852478.993,643.075,0
326473.598,6851478.993,665.067,0
326473.598,6850478.993,740.735,0
326473.598,6849478.993,771.778,0
326473.598,6848478.993,861.537,0
326473.598,6847478.993,826.531,0
326473.598,6846478.993,734.795,0
326473.598,6845478.993,830.521,0
327473.598,6881478.993,323.69,0
327473.598,6880478.993,334.182,0
327473.598,6879478.993,343.695,0
327473.598,6878478.993,352.884,0
327473.598,6877478.993,359.62,0
327473.598,6876478.993,381.616,0
327473.598,6875478.993,394.667,0
327473.598,6874478.993,371.836,0
327473.598,6873478.993,376.494,0
327473.598,6872478.993,397.064,0
327473.598,6871478.993,397.954,0
327473.598,6870478.993,421.589,0
327473.598,6869478.993,419.405,0
327473.598,6868478.993,445.045,0
327473.598,6867478.993,526.164,0
327473.598,6866478.993,539.46,0
327473.598,6865478.993,500.793,0
327473.598,6864478.993,536.14,0
327473.598,6863478.993,555.728,0
327473.598,6862478.993,553.71,0
327473.598,6861478.993,558.74,0
327473.598,6860478.993,567.83,0
327473.598,6859478.993,579.81,0
327473.598,6858478.993,587.288,0
327473.598,6857478.993,594.97,0
327473.598,6856478.993,599.725,0
327473.598,6855478.993,602.838,0
327473.598,6854478.993,607.697,0
327473.598,6853478.993,623.027,0
327473.598,6852478.993,651.133,0
327473.598,6851478.993,732.287,0
327473.598,6850478.993,781.035,0
327473.598,6849478.993,744.997,0
327473.598,6848478.993,723.659,0
327473.598,6847478.993,782.874,0
327473.598,6846478.993,706.264,0
327473.598,6845478.993,614.022,0
328473.598,6881478.993,326.682,0
328473.598,6880478.993,334.788,0
328473.598,6879478.993,347.09,0
328473.598,6878478.993,356.418,0
328473.598,6877478.993,364.615,0
328473.598,6876478.993,385.242,0
328473.598,6875478.993,378.272,0
328473.598,6874478.993,379.71,0
328473.598,6873478.993,399.816,0
328473.598,6872478.993,400.345,0
328473.598,6871478.993,415.882,0
328473.598,6870478.993,419.582,0
328473.598,6869478.993,439.159,0
328473.598,6868478.993,467.086,0
328473.598,6867478.993,613.674,0
328473.598,6866478.993,567.135,0
328473.598,6865478.993,526.26,0
328473.598,6864478.993,554.51,0
328473.598,6863478.993,573.493,0
328473.598,6862478.993,547.648,0
328473.598,6861478.993,554.747,0
328473.598,6860478.993,569.604,0
328473.598,6859478.993,584.901,0
328473.598,6858478.993,594.768,0
328473.598,6857478.993,600.464,0
328473.598,6856478.993,607.605,0
328473.598,6855478.993,609.343,0
328473.598,6854478.993,614.755,0
328473.598,6853478.993,625.518,0
328473.598,6852478.993,672.26,0
328473.598,6851478.993,736.936,0
328473.598,6850478.993,875.179,0
328473.598,6849478.993,724.272,0
328473.598,6848478.993,651.392,0
328473.598,6847478.993,620.352,0
328473.598,6846478.993,586.435,0
328473.598,6845478.993,549.4,0
329473.598,6881478.993,342.134,0
329473.598,6880478.993,343.151,0
329473.598,6879478.993,350.748,0
329473.598,6878478.993,362.404,0
329473.598,6877478.993,372.379,0
329473.598,6876478.993,380.229,0
329473.598,6875478.993,387.962,0
329473.598,6874478.993,388.92,0
329473.598,6873478.993,388.306,0
329473.598,6872478.993,426.548,0
329473.598,6871478.993,428.39,0
329473.598,6870478.993,446.104,0
329473.598,6869478.993,476.904,0
329473.598,6868478.993,469.201,0
329473.598,6867478.993,528.784,0
329473.598,6866478.993,692.553,0
329473.598,6865478.993,571.392,0
329473.598,6864478.993,543.735,0
329473.598,6863478.993,565.628,0
329473.598,6862478.993,549.189,0
329473.598,6861478.993,561.695,0
329473.598,6860478.993,575.443,0
329473.598,6859478.993,593.936,0
329473.598,6858478.993,611.204,0
329473.598,6857478.993,614.923,0
329473.598,6856478.993,619.594,0
329473.598,6855478.993,625.42,0
329473.598,6854478.993,626.404,0
329473.598,6853478.993,625.381,0
329473.598,6852478.993,659.61,0
329473.598,6851478.993,713.683,0
329473.598,6850478.993,767.683,0
329473.598,6849478.993,649.644,0
329473.598,6848478.993,593.211,0
329473.598,6847478.993,568.835,0
329473.598,6846478.993,543.133,0
329473.598,6845478.993,536.251,0
330473.598,6881478.993,357.034,0
330473.598,6880478.993,347.471,0
330473.598,6879478.993,362.264,0
330473.598,6878478.993,373.88,0
330473.598,6877478.993,380.955,0
330473.598,6876478.993,390.292,0
330473.598,6875478.993,397.951,0
330473.598,6874478.993,396.555,0
330473.598,6873478.993,407.03,0
330473.598,6872478.993,422.805,0
330473.598,6871478.993,457.753,0
330473.598,6870478.993,457.322,0
330473.598,6869478.993,496.328,0
330473.598,6868478.993,500.05,0
330473.598,6867478.993,530.644,0
330473.598,6866478.993,568.656,0
330473.598,6865478.993,548.557,0
330473.598,6864478.993,524.726,0
330473.598,6863478.993,537.626,0
330473.598,6862478.993,552.153,0
330473.598,6861478.993,567.404,0
330473.598,6860478.993,580.08,0
330473.598,6859478.993,604.493,0
330473.598,6858478.993,616.494,0
330473.598,6857478.993,631.009,0
330473.598,6856478.993,637.714,0
330473.598,6855478.993,643.831,0
330473.598,6854478.993,641.391,0
330473.598,6853478.993,640.235,0
330473.598,6852478.993,637.578,0
330473.598,6851478.993,672.052,0
330473.598,6850478.993,676.125,0
330473.598,6849478.993,600.994,0
330473.598,6848478.993,590.701,0
330473.598,6847478.993,577.003,0
330473.598,6846478.993,567.822,0
330473.598,6845478.993,565.904,0
331473.598,6881478.993,365.639,0
331473.598,6880478.993,367.015,0
331473.598,6879478.993,358.964,0
331473.598,6878478.993,381.842,0
331473.598,6877478.993,391.968,0
331473.598,6876478.993,400.977,0
331473.598,6875478.993,405.345,0
331473.598,6874478.993,406.791,0
331473.598,6873478.993,409.197,0
331473.598,6872478.993,447.496,0
331473.598,6871478.993,475.181,0
331473.598,6870478.993,461.813,0
331473.598,6869478.993,465.436,0
331473.598,6868478.993,484.789,0
331473.598,6867478.993,498.329,0
331473.598,6866478.993,523.65,0
331473.598,6865478.993,533.716,0
331473.598,6864478.993,522.974,0
331473.598,6863478.993,538.448,0
331473.598,6862478.993,556.506,0
331473.598,6861478.993,572.947,0
331473.598,6860478.993,589.595,0
331473.598,6859478.993,603.082,0
331473.598,6858478.993,616.884,0
331473.598,6857478.993,643.344,0
331473.598,6856478.993,653.926,0
331473.598,6855478.993,661.723,0
331473.598,6854478.993,661.754,0
331473.598,6853478.993,651.561,0
331473.598,6852478.993,656.624,0
331473.598,6851478.993,645.732,0
331473.598,6850478.993,636.914,0
331473.598,6849478.993,625.754,0
331473.598,6848478.993,621.448,0
331473.598,6847478.993,606.08,0
331473.598,6846478.993,598.072,0
331473.598,6845478.993,587.935,0
332473.598,6881478.993,381.392,0
332473.598,6880478.993,381.811,0
332473.598,6879478.993,371.173,0
332473.598,6878478.993,391.669,0
332473.598,6877478.993,400.697,0
332473.598,6876478.993,412.244,0
332473.598,6875478.993,416.476,0
332473.598,6874478.993,414.973,0
332473.598,6873478.993,427.764,0
332473.598,6872478.993,451.75,0
332473.598,6871478.993,448.093,0
332473.598,6870478.993,456.716,0
332473.598,6869478.993,464.923,0
332473.598,6868478.993,475.004,0
332473.598,6867478.993,485.794,0
332473.598,6866478.993,513.515,0
332473.598,6865478.993,509.885,0
332473.598,6864478.993,523.17,0
332473.598,6863478.993,542.352,0
332473.598,6862478.993,560.421,0
332473.598,6861478.993,581.385,0
332473.598,6860478.993,596.374,0
332473.598,6859478.993,612.868,0
332473.598,6858478.993,631.087,0
332473.598,6857478.993,645.935,0
332473.598,6856478.993,665.963,0
332473.598,6855478.993,678.73,0
332473.598,6854478.993,680.823,0
332473.598,6853478.993,675.096,0
332473.598,6852478.993,673.818,0
332473.598,6851478.993,668.132,0
332473.598,6850478.993,667.023,0
332473.598,6849478.993,659.984,0
332473.598,6848478.993,647.527,0
332473.598,6847478.993,640.339,0
332473.598,6846478.993,627.725,0
332473.598,6845478.993,614.225,0
333473.598,6881478.993,446.886,0
333473.598,6880478.993,394.119,0
333473.598,6879478.993,402.899,0
333473.598,6878478.993,412.26,0
333473.598,6877478.993,440.473,0
333473.598,6876478.993,424.517,0
333473.598,6875478.993,437.618,0
333473.598,6874478.993,422.845,0
333473.598,6873478.993,429.443,0
333473.598,6872478.993,435.472,0
333473.598,6871478.993,445.324,0
333473.598,6870478.993,454.629,0
333473.598,6869478.993,465.853,0
333473.598,6868478.993,477.071,0
333473.598,6867478.993,493.336,0
333473.598,6866478.993,503.997,0
333473.598,6865478.993,513.736,0
333473.598,6864478.993,536.281,0
333473.598,6863478.993,551.968,0
333473.598,6862478.993,573.794,0
333473.598,6861478.993,598.037,0
333473.598,6860478.993,616.136,0
333473.598,6859478.993,630.299,0
333473.598,6858478.993,642.994,0
333473.598,6857478.993,662.052,0
333473.598,6856478.993,666.572,0
333473.598,6855478.993,675.642,0
333473.598,6854478.993,706.624,0
333473.598,6853478.993,698.398,0
333473.598,6852478.993,694.825,0
333473.598,6851478.993,699.617,0
333473.598,6850478.993,702.479,0
333473.598,6849478.993,693.113,0
333473.598,6848478.993,685.022,0
333473.598,6847478.993,676.3,0
333473.598,6846478.993,655.198,0
333473.598,6845478.993,636.155,0
334473.598,6881478.993,416.094,0
334473.598,6880478.993,406.095,0
334473.598,6879478.993,401.608,0
334473.598,6878478.993,417.575,0
334473.598,6877478.993,432.764,0
334473.598,6876478.993,438.721,0
334473.598,6875478.993,453.69,0
334473.598,6874478.993,461.957,0
334473.598,6873478.993,440.181,0
334473.598,6872478.993,446.919,0
334473.598,6871478.993,461.198,0
334473.598,6870478.993,485.7,0
334473.598,6869478.993,495.979,0
334473.598,6868478.993,486.065,0
334473.598,6867478.993,502.98,0
334473.598,6866478.993,519.274,0
334473.598,6865478.993,533.146,0
334473.598,6864478.993,539.246,0
334473.598,6863478.993,579.819,0
334473.598,6862478.993,580.91,0
334473.598,6861478.993,604.051,0
334473.598,6860478.993,633.519,0
334473.598,6859478.993,647.803,0
334473.598,6858478.993,670.481,0
334473.598,6857478.993,669.526,0
334473.598,6856478.993,683.381,0
334473.598,6855478.993,694.564,0
334473.598,6854478.993,707.283,0
334473.598,6853478.993,724.834,0
334473.598,6852478.993,720.808,0
334473.598,6851478.993,728.439,0
334473.598,6850478.993,740.283,0
334473.598,6849478.993,736.768,0
334473.598,6848478.993,735.717,0
334473.598,6847478.993,714.957,0
334473.598,6846478.993,681.869,0
334473.598,6845478.993,676.686,0
335473.598,6881478.993,426.655,0
335473.598,6880478.993,418.649,0
335473.598,6879478.993,421.482,0
335473.598,6878478.993,441.132,0
335473.598,6877478.993,452.707,0
335473.598,6876478.993,459.357,0
335473.598,6875478.993,467.531,0
335473.598,6874478.993,482.695,0
335473.598,6873478.993,451.771,0
335473.598,6872478.993,459.756,0
335473.598,6871478.993,478.888,0
335473.598,6870478.993,482.291,0
335473.598,6869478.993,494.108,0
335473.598,6868478.993,504.96,0
335473.598,6867478.993,509.92,0
335473.598,6866478.993,532.215,0
335473.598,6865478.993,551.26,0
335473.598,6864478.993,562.911,0
335473.598,6863478.993,583.507,0
335473.598,6862478.993,642.115,0
335473.598,6861478.993,653.991,0
335473.598,6860478.993,681.181,0
335473.598,6859478.993,677.427,0
335473.598,6858478.993,705.242,0
335473.598,6857478.993,691.985,0
335473.598,6856478.993,701.343,0
335473.598,6855478.993,715.007,0
335473.598,6854478.993,724.822,0
335473.598,6853478.993,748.678,0
335473.598,6852478.993,748.574,0
335473.598,6851478.993,759.255,0
335473.598,6850478.993,774.612,0
335473.598,6849478.993,820.609,0
335473.598,6848478.993,784.565,0
335473.598,6847478.993,770.927,0
335473.598,6846478.993,762.408,0
335473.598,6845478.993,716.204,0
336473.598,6881478.993,439.173,0
336473.598,6880478.993,436.375,0
336473.598,6879478.993,445.191,0
336473.598,6878478.993,466.985,0
336473.598,6877478.993,484.366,0
336473.598,6876478.993,489.085,0
336473.598,6875478.993,490.926,0
336473.598,6874478.993,509.559,0
336473.598,6873478.993,462.964,0
336473.598,6872478.993,475.824,0
336473.598,6871478.993,484.375,0
336473.598,6870478.993,494.649,0
336473.598,6869478.993,509.521,0
336473.598,6868478.993,522.647,0
336473.598,6867478.993,539.202,0
336473.598,6866478.993,579.201,0
336473.598,6865478.993,574.384,0
336473.598,6864478.993,580.776,0
336473.598,6863478.993,592.689,0
336473.598,6862478.993,660.229,0
336473.598,6861478.993,657.201,0
336473.598,6860478.993,691.638,0
336473.598,6859478.993,706.884,0
336473.598,6858478.993,750.168,0
336473.598,6857478.993,777.512,0
336473.598,6856478.993,736.127,0
336473.598,6855478.993,735.891,0
336473.598,6854478.993,746.411,0
336473.598,6853478.993,775.022,0
336473.598,6852478.993,786.827,0
336473.598,6851478.993,801.446,0
336473.598,6850478.993,808.782,0
336473.598,6849478.993,837.389,0
336473.598,6848478.993,868.983,0
336473.598,6847478.993,882.42,0
336473.598,6846478.993,813.869,0
336473.598,6845478.993,763.958,0
337473.598,6881478.993,457.754,0
337473.598,6880478.993,465.797,0
337473.598,6879478.993,479.43,0
337473.598,6878478.993,502.979,0
337473.598,6877478.993,523.783,0
337473.598,6876478.993,548.27,0
337473.598,6875478.993,534.885,0
337473.598,6874478.993,518.005,0
337473.598,6873478.993,483.324,0
337473.598,6872478.993,492.339,0
337473.598,6871478.993,505.72,0
337473.598,6870478.993,515.118,0
337473.598,6869478.993,526.419,0
337473.598,6868478.993,540.972,0
337473.598,6867478.993,553.924,0
337473.598,6866478.993,603.931,0
337473.598,6865478.993,616.887,0
337473.598,6864478.993,602.975,0
337473.598,6863478.993,629.853,0
337473.598,6862478.993,674.242,0
337473.598,6861478.993,718.939,0
337473.598,6860478.993,789.414,0
337473.598,6859478.993,737.839,0
337473.598,6858478.993,774.317,0
337473.598,6857478.993,771.127,0
337473.598,6856478.993,769.136,0
337473.598,6855478.993,759.946,0
337473.598,6854478.993,762.814,0
337473.598,6853478.993,786.02,0
337473.598,6852478.993,817.556,0
337473.598,6851478.993,847.454,0
337473.598,6850478.993,878.109,0
337473.598,6849478.993,884.281,0
337473.598,6848478.993,904.057,0
337473.598,6847478.993,975.173,0
337473.598,6846478.993,871.037,0
337473.598,6845478.993,804.561,0
338473.598,6881478.993,488.501,0
338473.598,6880478.993,506.458,0
338473.598,6879478.993,532.201,0
338473.598,6878478.993,581.502,0
338473.598,6877478.993,594.085,0
338473.598,6876478.993,566.507,0
338473.598,6875478.993,514.42,0
338473.598,6874478.993,490.346,0
338473.598,6873478.993,527.237,0
338473.598,6872478.993,513.895,0
338473.598,6871478.993,528.078,0
338473.598,6870478.993,539.949,0
338473.598,6869478.993,552.351,0
338473.598,6868478.993,563.725,0
338473.598,6867478.993,579.953,0
338473.598,6866478.993,595.242,0
338473.598,6865478.993,622.696,0
338473.598,6864478.993,626.288,0
338473.598,6863478.993,639.144,0
338473.598,6862478.993,661.634,0
338473.598,6861478.993,729.063,0
338473.598,6860478.993,729.891,0
338473.598,6859478.993,786.598,0
338473.598,6858478.993,804.609,0
338473.598,6857478.993,838.74,0
338473.598,6856478.993,912.534,0
338473.598,6855478.993,804.341,0
338473.598,6854478.993,787.23,0
338473.598,6853478.993,806.639,0
338473.598,6852478.993,835.115,0
338473.598,6851478.993,875.483,0
338473.598,6850478.993,961.991,0
338473.598,6849478.993,950.432,0
338473.598,6848478.993,981.088,0
338473.598,6847478.993,1049.213,0
338473.598,6846478.993,882.526,0
338473.598,6845478.993,834.454,0
339473.598,6881478.993,524.825,0
339473.598,6880478.993,560.825,0
339473.598,6879478.993,617.217,0
339473.598,6878478.993,769.217,0
339473.598,6877478.993,824.373,0
339473.598,6876478.993,655.969,0
339473.598,6875478.993,546.591,0
339473.598,6874478.993,505.909,0
339473.598,6873478.993,519.642,0
339473.598,6872478.993,535.435,0
339473.598,6871478.993,553.941,0
339473.598,6870478.993,568.604,0
339473.598,6869478.993,581.343,0
339473.598,6868478.993,590.03,0
339473.598,6867478.993,610.919,0
339473.598,6866478.993,610.153,0
339473.598,6865478.993,637.087,0
339473.598,6864478.993,645.061,0
339473.598,6863478.993,662.293,0
339473.598,6862478.993,681.954,0
339473.598,6861478.993,715.017,0
339473.598,6860478.993,747.631,0
339473.598,6859478.993,904.718,0
339473.598,6858478.993,931.983,0
339473.598,6857478.993,875.908,0
339473.598,6856478.993,912.09,0
339473.598,6855478.993,846.978,0
339473.598,6854478.993,809.997,0
339473.598,6853478.993,843.277,0
339473.598,6852478.993,865.068,0
339473.598,6851478.993,901.584,0
339473.598,6850478.993,1040.023,0
339473.598,6849478.993,1049.726,0
339473.598,6848478.993,1127.287,0
339473.598,6847478.993,1025.539,0
339473.598,6846478.993,957.683,0
339473.598,6845478.993,945.871,0
340473.598,6881478.993,578.593,0
340473.598,6880478.993,624.165,0
340473.598,6879478.993,836.667,0
340473.598,6878478.993,820.232,0
340473.598,6877478.993,847.78,0
340473.598,6876478.993,726.528,0
340473.598,6875478.993,534.694,0
340473.598,6874478.993,533.679,0
340473.598,6873478.993,573.069,0
340473.598,6872478.993,568.445,0
340473.598,6871478.993,581.438,0
340473.598,6870478.993,596.42,0
340473.598,6869478.993,663.648,0
340473.598,6868478.993,630.703,0
340473.598,6867478.993,670.505,0
340473.598,6866478.993,661.15,0
340473.598,6865478.993,693.486,0
340473.598,6864478.993,681.465,0
340473.598,6863478.993,681.853,0
340473.598,6862478.993,702.385,0
340473.598,6861478.993,759.865,0
340473.598,6860478.993,871.745,0
340473.598,6859478.993,931.148,0
340473.598,6858478.993,1079.922,0
340473.598,6857478.993,1047.125,0
340473.598,6856478.993,983.448,0
340473.598,6855478.993,867.993,0
340473.598,6854478.993,836.944,0
340473.598,6853478.993,852.542,0
340473.598,6852478.993,902.545,0
340473.598,6851478.993,999.939,0
340473.598,6850478.993,996.851,0
340473.598,6849478.993,1064.403,0
340473.598,6848478.993,1173.837,0
340473.598,6847478.993,1282.175,0
340473.598,6846478.993,1263.44,0
340473.598,6845478.993,1190.883,0
341473.598,6881478.993,629.427,0
341473.598,6880478.993,779.737,0
341473.598,6879478.993,706.786,0
341473.598,6878478.993,714.002,0
341473.598,6877478.993,711.389,0
341473.598,6876478.993,621.666,0
341473.598,6875478.993,562.896,0
341473.598,6874478.993,574.085,0
341473.598,6873478.993,635.747,0
341473.598,6872478.993,662.763,0
341473.598,6871478.993,647.147,0
341473.598,6870478.993,626.416,0
341473.598,6869478.993,670.558,0
341473.598,6868478.993,669.902,0
341473.598,6867478.993,698.068,0
341473.598,6866478.993,747.125,0
341473.598,6865478.993,740.939,0
341473.598,6864478.993,738.41,0
341473.598,6863478.993,763.759,0
341473.598,6862478.993,789.454,0
341473.598,6861478.993,809.119,0
341473.598,6860478.993,836.343,0
341473.598,6859478.993,919.037,0
341473.598,6858478.993,970.955,0
341473.598,6857478.993,971.774,0
341473.598,6856478.993,930.441,0
341473.598,6855478.993,872.359,0
341473.598,6854478.993,869.977,0
341473.598,6853478.993,923.433,0
341473.598,6852478.993,898.639,0
341473.598,6851478.993,952.372,0
341473.598,6850478.993,1050.655,0
341473.598,6849478.993,1125.806,0
341473.598,6848478.993,1095.866,0
341473.598,6847478.993,1164.833,0
341473.598,6846478.993,1245.598,0
341473.598,6845478.993,1158.015,0
342473.598,6881478.993,718.218,0
342473.598,6880478.993,816.231,0
342473.598,6879478.993,701.844,0
342473.598,6878478.993,644.608,0
342473.598,6877478.993,618.471,0
342473.598,6876478.993,584.753,0
342473.598,6875478.993,604.714,0
342473.598,6874478.993,666.742,0
342473.598,6873478.993,656.307,0
342473.598,6872478.993,730.019,0
342473.598,6871478.993,713.741,0
342473.598,6870478.993,738.394,0
342473.598,6869478.993,674.378,0
342473.598,6868478.993,683.354,0
342473.598,6867478.993,697.123,0
342473.598,6866478.993,768.462,0
342473.598,6865478.993,820.903,0
342473.598,6864478.993,815.318,0
342473.598,6863478.993,790.674,0
342473.598,6862478.993,795.821,0
342473.598,6861478.993,776.739,0
342473.598,6860478.993,799.06,0
342473.598,6859478.993,858.08,0
