id,left,top,right,bottom,X,Y,Z
"132",300473.598285385,6878478.9928241,301473.598285385,6879478.9928241,300473.598,6878478.993,248.716
"133",300473.598285385,6877478.9928241,301473.598285385,6878478.9928241,300473.598,6877478.993,308.582
"134",300473.598285385,6876478.9928241,301473.598285385,6877478.9928241,300473.598,6876478.993,279.681
"135",300473.598285385,6875478.9928241,301473.598285385,6876478.9928241,300473.598,6875478.993,319.727
"136",300473.598285385,6874478.9928241,301473.598285385,6875478.9928241,300473.598,6874478.993,312.460
"137",300473.598285385,6873478.9928241,301473.598285385,6874478.9928241,300473.598,6873478.993,362.854
"138",300473.598285385,6872478.9928241,301473.598285385,6873478.9928241,300473.598,6872478.993,410.335
"139",300473.598285385,6871478.9928241,301473.598285385,6872478.9928241,300473.598,6871478.993,422.787
"140",300473.598285385,6870478.9928241,301473.598285385,6871478.9928241,300473.598,6870478.993,557.099
"141",300473.598285385,6869478.9928241,301473.598285385,6870478.9928241,300473.598,6869478.993,535.484
"142",300473.598285385,6868478.9928241,301473.598285385,6869478.9928241,300473.598,6868478.993,604.449
"143",300473.598285385,6867478.9928241,301473.598285385,6868478.9928241,300473.598,6867478.993,614.592
"144",300473.598285385,6866478.9928241,301473.598285385,6867478.9928241,300473.598,6866478.993,558.459
"145",300473.598285385,6865478.9928241,301473.598285385,6866478.9928241,300473.598,6865478.993,604.161
"146",300473.598285385,6864478.9928241,301473.598285385,6865478.9928241,300473.598,6864478.993,392.468
"147",300473.598285385,6863478.9928241,301473.598285385,6864478.9928241,300473.598,6863478.993,416.867
"148",300473.598285385,6862478.9928241,301473.598285385,6863478.9928241,300473.598,6862478.993,266.184
"149",300473.598285385,6861478.9928241,301473.598285385,6862478.9928241,300473.598,6861478.993,297.897
"150",300473.598285385,6860478.9928241,301473.598285385,6861478.9928241,300473.598,6860478.993,510.474
"151",300473.598285385,6859478.9928241,301473.598285385,6860478.9928241,300473.598,6859478.993,508.907
"152",300473.598285385,6858478.9928241,301473.598285385,6859478.9928241,300473.598,6858478.993,578.586
"153",300473.598285385,6857478.9928241,301473.598285385,6858478.9928241,300473.598,6857478.993,608.282
"154",300473.598285385,6856478.9928241,301473.598285385,6857478.9928241,300473.598,6856478.993,730.452
"155",300473.598285385,6855478.9928241,301473.598285385,6856478.9928241,300473.598,6855478.993,612.286
"156",300473.598285385,6854478.9928241,301473.598285385,6855478.9928241,300473.598,6854478.993,761.888
"157",300473.598285385,6853478.9928241,301473.598285385,6854478.9928241,300473.598,6853478.993,767.837
"158",300473.598285385,6852478.9928241,301473.598285385,6853478.9928241,300473.598,6852478.993,614.743
"159",300473.598285385,6851478.9928241,301473.598285385,6852478.9928241,300473.598,6851478.993,531.418
"160",300473.598285385,6850478.9928241,301473.598285385,6851478.9928241,300473.598,6850478.993,518.627
"161",300473.598285385,6849478.9928241,301473.598285385,6850478.9928241,300473.598,6849478.993,373.935
"162",300473.598285385,6848478.9928241,301473.598285385,6849478.9928241,300473.598,6848478.993,334.220
"163",300473.598285385,6847478.9928241,301473.598285385,6848478.9928241,300473.598,6847478.993,276.970
"164",300473.598285385,6846478.9928241,301473.598285385,6847478.9928241,300473.598,6846478.993,195.949
"165",300473.598285385,6845478.9928241,301473.598285385,6846478.9928241,300473.598,6845478.993,237.929
"171",301473.598285385,6881478.9928241,302473.598285385,6882478.9928241,301473.598,6881478.993,291.653
"172",301473.598285385,6880478.9928241,302473.598285385,6881478.9928241,301473.598,6880478.993,287.080
"173",301473.598285385,6879478.9928241,302473.598285385,6880478.9928241,301473.598,6879478.993,294.296
"174",301473.598285385,6878478.9928241,302473.598285385,6879478.9928241,301473.598,6878478.993,298.472
"175",301473.598285385,6877478.9928241,302473.598285385,6878478.9928241,301473.598,6877478.993,302.733
"176",301473.598285385,6876478.9928241,302473.598285385,6877478.9928241,301473.598,6876478.993,310.947
"177",301473.598285385,6875478.9928241,302473.598285385,6876478.9928241,301473.598,6875478.993,328.751
"178",301473.598285385,6874478.9928241,302473.598285385,6875478.9928241,301473.598,6874478.993,353.693
"179",301473.598285385,6873478.9928241,302473.598285385,6874478.9928241,301473.598,6873478.993,383.286
"180",301473.598285385,6872478.9928241,302473.598285385,6873478.9928241,301473.598,6872478.993,444.339
"181",301473.598285385,6871478.9928241,302473.598285385,6872478.9928241,301473.598,6871478.993,504.846
"182",301473.598285385,6870478.9928241,302473.598285385,6871478.9928241,301473.598,6870478.993,604.699
"183",301473.598285385,6869478.9928241,302473.598285385,6870478.9928241,301473.598,6869478.993,585.366
"184",301473.598285385,6868478.9928241,302473.598285385,6869478.9928241,301473.598,6868478.993,516.659
"185",301473.598285385,6867478.9928241,302473.598285385,6868478.9928241,301473.598,6867478.993,531.792
"186",301473.598285385,6866478.9928241,302473.598285385,6867478.9928241,301473.598,6866478.993,524.144
"187",301473.598285385,6865478.9928241,302473.598285385,6866478.9928241,301473.598,6865478.993,426.812
"188",301473.598285385,6864478.9928241,302473.598285385,6865478.9928241,301473.598,6864478.993,320.267
"189",301473.598285385,6863478.9928241,302473.598285385,6864478.9928241,301473.598,6863478.993,256.692
"190",301473.598285385,6862478.9928241,302473.598285385,6863478.9928241,301473.598,6862478.993,347.078
"191",301473.598285385,6861478.9928241,302473.598285385,6862478.9928241,301473.598,6861478.993,296.192
"192",301473.598285385,6860478.9928241,302473.598285385,6861478.9928241,301473.598,6860478.993,238.685
"193",301473.598285385,6859478.9928241,302473.598285385,6860478.9928241,301473.598,6859478.993,240.762
"194",301473.598285385,6858478.9928241,302473.598285385,6859478.9928241,301473.598,6858478.993,409.886
"195",301473.598285385,6857478.9928241,302473.598285385,6858478.9928241,301473.598,6857478.993,452.597
"196",301473.598285385,6856478.9928241,302473.598285385,6857478.9928241,301473.598,6856478.993,650.072
"197",301473.598285385,6855478.9928241,302473.598285385,6856478.9928241,301473.598,6855478.993,739.812
"198",301473.598285385,6854478.9928241,302473.598285385,6855478.9928241,301473.598,6854478.993,721.380
"199",301473.598285385,6853478.9928241,302473.598285385,6854478.9928241,301473.598,6853478.993,902.159
"200",301473.598285385,6852478.9928241,302473.598285385,6853478.9928241,301473.598,6852478.993,859.662
"201",301473.598285385,6851478.9928241,302473.598285385,6852478.9928241,301473.598,6851478.993,761.172
"202",301473.598285385,6850478.9928241,302473.598285385,6851478.9928241,301473.598,6850478.993,536.704
"203",301473.598285385,6849478.9928241,302473.598285385,6850478.9928241,301473.598,6849478.993,525.044
"204",301473.598285385,6848478.9928241,302473.598285385,6849478.9928241,301473.598,6848478.993,350.801
"205",301473.598285385,6847478.9928241,302473.598285385,6848478.9928241,301473.598,6847478.993,255.819
"206",301473.598285385,6846478.9928241,302473.598285385,6847478.9928241,301473.598,6846478.993,244.941
"207",301473.598285385,6845478.9928241,302473.598285385,6846478.9928241,301473.598,6845478.993,248.357
"213",302473.598285385,6881478.9928241,303473.598285385,6882478.9928241,302473.598,6881478.993,377.797
"214",302473.598285385,6880478.9928241,303473.598285385,6881478.9928241,302473.598,6880478.993,329.292
"215",302473.598285385,6879478.9928241,303473.598285385,6880478.9928241,302473.598,6879478.993,352.087
"216",302473.598285385,6878478.9928241,303473.598285385,6879478.9928241,302473.598,6878478.993,327.516
"217",302473.598285385,6877478.9928241,303473.598285385,6878478.9928241,302473.598,6877478.993,348.273
"218",302473.598285385,6876478.9928241,303473.598285385,6877478.9928241,302473.598,6876478.993,343.737
"219",302473.598285385,6875478.9928241,303473.598285385,6876478.9928241,302473.598,6875478.993,380.915
"220",302473.598285385,6874478.9928241,303473.598285385,6875478.9928241,302473.598,6874478.993,393.526
"221",302473.598285385,6873478.9928241,303473.598285385,6874478.9928241,302473.598,6873478.993,398.414
"222",302473.598285385,6872478.9928241,303473.598285385,6873478.9928241,302473.598,6872478.993,415.625
"223",302473.598285385,6871478.9928241,303473.598285385,6872478.9928241,302473.598,6871478.993,475.621
"224",302473.598285385,6870478.9928241,303473.598285385,6871478.9928241,302473.598,6870478.993,526.478
"225",302473.598285385,6869478.9928241,303473.598285385,6870478.9928241,302473.598,6869478.993,614.582
"226",302473.598285385,6868478.9928241,303473.598285385,6869478.9928241,302473.598,6868478.993,515.145
"227",302473.598285385,6867478.9928241,303473.598285385,6868478.9928241,302473.598,6867478.993,496.867
"228",302473.598285385,6866478.9928241,303473.598285385,6867478.9928241,302473.598,6866478.993,448.830
"229",302473.598285385,6865478.9928241,303473.598285385,6866478.9928241,302473.598,6865478.993,339.301
"230",302473.598285385,6864478.9928241,303473.598285385,6865478.9928241,302473.598,6864478.993,387.511
"231",302473.598285385,6863478.9928241,303473.598285385,6864478.9928241,302473.598,6863478.993,496.808
"232",302473.598285385,6862478.9928241,303473.598285385,6863478.9928241,302473.598,6862478.993,349.068
"233",302473.598285385,6861478.9928241,303473.598285385,6862478.9928241,302473.598,6861478.993,338.466
"234",302473.598285385,6860478.9928241,303473.598285385,6861478.9928241,302473.598,6860478.993,382.248
"235",302473.598285385,6859478.9928241,303473.598285385,6860478.9928241,302473.598,6859478.993,354.780
"236",302473.598285385,6858478.9928241,303473.598285385,6859478.9928241,302473.598,6858478.993,410.923
"237",302473.598285385,6857478.9928241,303473.598285385,6858478.9928241,302473.598,6857478.993,497.390
"238",302473.598285385,6856478.9928241,303473.598285385,6857478.9928241,302473.598,6856478.993,533.198
"239",302473.598285385,6855478.9928241,303473.598285385,6856478.9928241,302473.598,6855478.993,753.900
"240",302473.598285385,6854478.9928241,303473.598285385,6855478.9928241,302473.598,6854478.993,761.201
"241",302473.598285385,6853478.9928241,303473.598285385,6854478.9928241,302473.598,6853478.993,934.035
"242",302473.598285385,6852478.9928241,303473.598285385,6853478.9928241,302473.598,6852478.993,963.958
"243",302473.598285385,6851478.9928241,303473.598285385,6852478.9928241,302473.598,6851478.993,598.965
"244",302473.598285385,6850478.9928241,303473.598285385,6851478.9928241,302473.598,6850478.993,489.261
"245",302473.598285385,6849478.9928241,303473.598285385,6850478.9928241,302473.598,6849478.993,385.160
"246",302473.598285385,6848478.9928241,303473.598285385,6849478.9928241,302473.598,6848478.993,275.810
"247",302473.598285385,6847478.9928241,303473.598285385,6848478.9928241,302473.598,6847478.993,257.936
"248",302473.598285385,6846478.9928241,303473.598285385,6847478.9928241,302473.598,6846478.993,257.975
"249",302473.598285385,6845478.9928241,303473.598285385,6846478.9928241,302473.598,6845478.993,257.021
"255",303473.598285385,6881478.9928241,304473.598285385,6882478.9928241,303473.598,6881478.993,470.440
"256",303473.598285385,6880478.9928241,304473.598285385,6881478.9928241,303473.598,6880478.993,445.803
"257",303473.598285385,6879478.9928241,304473.598285385,6880478.9928241,303473.598,6879478.993,418.945
"258",303473.598285385,6878478.9928241,304473.598285385,6879478.9928241,303473.598,6878478.993,435.371
"259",303473.598285385,6877478.9928241,304473.598285385,6878478.9928241,303473.598,6877478.993,376.398
"260",303473.598285385,6876478.9928241,304473.598285385,6877478.9928241,303473.598,6876478.993,361.095
"261",303473.598285385,6875478.9928241,304473.598285385,6876478.9928241,303473.598,6875478.993,388.875
"262",303473.598285385,6874478.9928241,304473.598285385,6875478.9928241,303473.598,6874478.993,426.520
"263",303473.598285385,6873478.9928241,304473.598285385,6874478.9928241,303473.598,6873478.993,428.987
"264",303473.598285385,6872478.9928241,304473.598285385,6873478.9928241,303473.598,6872478.993,469.834
"265",303473.598285385,6871478.9928241,304473.598285385,6872478.9928241,303473.598,6871478.993,465.024
"266",303473.598285385,6870478.9928241,304473.598285385,6871478.9928241,303473.598,6870478.993,550.625
"267",303473.598285385,6869478.9928241,304473.598285385,6870478.9928241,303473.598,6869478.993,618.163
"268",303473.598285385,6868478.9928241,304473.598285385,6869478.9928241,303473.598,6868478.993,517.275
"269",303473.598285385,6867478.9928241,304473.598285385,6868478.9928241,303473.598,6867478.993,491.680
"270",303473.598285385,6866478.9928241,304473.598285385,6867478.9928241,303473.598,6866478.993,480.529
"271",303473.598285385,6865478.9928241,304473.598285385,6866478.9928241,303473.598,6865478.993,542.989
"272",303473.598285385,6864478.9928241,304473.598285385,6865478.9928241,303473.598,6864478.993,572.067
"273",303473.598285385,6863478.9928241,304473.598285385,6864478.9928241,303473.598,6863478.993,400.413
"274",303473.598285385,6862478.9928241,304473.598285385,6863478.9928241,303473.598,6862478.993,315.210
"275",303473.598285385,6861478.9928241,304473.598285385,6862478.9928241,303473.598,6861478.993,465.363
"276",303473.598285385,6860478.9928241,304473.598285385,6861478.9928241,303473.598,6860478.993,386.075
"277",303473.598285385,6859478.9928241,304473.598285385,6860478.9928241,303473.598,6859478.993,422.530
"278",303473.598285385,6858478.9928241,304473.598285385,6859478.9928241,303473.598,6858478.993,559.532
"279",303473.598285385,6857478.9928241,304473.598285385,6858478.9928241,303473.598,6857478.993,662.091
"280",303473.598285385,6856478.9928241,304473.598285385,6857478.9928241,303473.598,6856478.993,669.384
"281",303473.598285385,6855478.9928241,304473.598285385,6856478.9928241,303473.598,6855478.993,763.343
"282",303473.598285385,6854478.9928241,304473.598285385,6855478.9928241,303473.598,6854478.993,856.329
"283",303473.598285385,6853478.9928241,304473.598285385,6854478.9928241,303473.598,6853478.993,906.411
"284",303473.598285385,6852478.9928241,304473.598285385,6853478.9928241,303473.598,6852478.993,704.732
"285",303473.598285385,6851478.9928241,304473.598285385,6852478.9928241,303473.598,6851478.993,570.630
"286",303473.598285385,6850478.9928241,304473.598285385,6851478.9928241,303473.598,6850478.993,412.146
"287",303473.598285385,6849478.9928241,304473.598285385,6850478.9928241,303473.598,6849478.993,323.498
"288",303473.598285385,6848478.9928241,304473.598285385,6849478.9928241,303473.598,6848478.993,286.594
"289",303473.598285385,6847478.9928241,304473.598285385,6848478.9928241,303473.598,6847478.993,274.369
"290",303473.598285385,6846478.9928241,304473.598285385,6847478.9928241,303473.598,6846478.993,265.751
"291",303473.598285385,6845478.9928241,304473.598285385,6846478.9928241,303473.598,6845478.993,265.053
"297",304473.598285385,6881478.9928241,305473.598285385,6882478.9928241,304473.598,6881478.993,491.853
"298",304473.598285385,6880478.9928241,305473.598285385,6881478.9928241,304473.598,6880478.993,642.637
"299",304473.598285385,6879478.9928241,305473.598285385,6880478.9928241,304473.598,6879478.993,573.164
"300",304473.598285385,6878478.9928241,305473.598285385,6879478.9928241,304473.598,6878478.993,470.657
"301",304473.598285385,6877478.9928241,305473.598285385,6878478.9928241,304473.598,6877478.993,426.600
"302",304473.598285385,6876478.9928241,305473.598285385,6877478.9928241,304473.598,6876478.993,424.021
"303",304473.598285385,6875478.9928241,305473.598285385,6876478.9928241,304473.598,6875478.993,489.099
"304",304473.598285385,6874478.9928241,305473.598285385,6875478.9928241,304473.598,6874478.993,469.502
"305",304473.598285385,6873478.9928241,305473.598285385,6874478.9928241,304473.598,6873478.993,509.261
"306",304473.598285385,6872478.9928241,305473.598285385,6873478.9928241,304473.598,6872478.993,511.931
"307",304473.598285385,6871478.9928241,305473.598285385,6872478.9928241,304473.598,6871478.993,616.804
"308",304473.598285385,6870478.9928241,305473.598285385,6871478.9928241,304473.598,6870478.993,683.475
"309",304473.598285385,6869478.9928241,305473.598285385,6870478.9928241,304473.598,6869478.993,709.294
"310",304473.598285385,6868478.9928241,305473.598285385,6869478.9928241,304473.598,6868478.993,612.899
"311",304473.598285385,6867478.9928241,305473.598285385,6868478.9928241,304473.598,6867478.993,676.562
"312",304473.598285385,6866478.9928241,305473.598285385,6867478.9928241,304473.598,6866478.993,475.152
"313",304473.598285385,6865478.9928241,305473.598285385,6866478.9928241,304473.598,6865478.993,620.276
"314",304473.598285385,6864478.9928241,305473.598285385,6865478.9928241,304473.598,6864478.993,537.493
"315",304473.598285385,6863478.9928241,305473.598285385,6864478.9928241,304473.598,6863478.993,458.471
"316",304473.598285385,6862478.9928241,305473.598285385,6863478.9928241,304473.598,6862478.993,322.178
"317",304473.598285385,6861478.9928241,305473.598285385,6862478.9928241,304473.598,6861478.993,353.387
"318",304473.598285385,6860478.9928241,305473.598285385,6861478.9928241,304473.598,6860478.993,562.019
"319",304473.598285385,6859478.9928241,305473.598285385,6860478.9928241,304473.598,6859478.993,517.697
"320",304473.598285385,6858478.9928241,305473.598285385,6859478.9928241,304473.598,6858478.993,528.564
"321",304473.598285385,6857478.9928241,305473.598285385,6858478.9928241,304473.598,6857478.993,608.208
"322",304473.598285385,6856478.9928241,305473.598285385,6857478.9928241,304473.598,6856478.993,662.631
"323",304473.598285385,6855478.9928241,305473.598285385,6856478.9928241,304473.598,6855478.993,862.026
"324",304473.598285385,6854478.9928241,305473.598285385,6855478.9928241,304473.598,6854478.993,767.649
"325",304473.598285385,6853478.9928241,305473.598285385,6854478.9928241,304473.598,6853478.993,742.517
"326",304473.598285385,6852478.9928241,305473.598285385,6853478.9928241,304473.598,6852478.993,715.481
"327",304473.598285385,6851478.9928241,305473.598285385,6852478.9928241,304473.598,6851478.993,474.442
"328",304473.598285385,6850478.9928241,305473.598285385,6851478.9928241,304473.598,6850478.993,387.557
"329",304473.598285385,6849478.9928241,305473.598285385,6850478.9928241,304473.598,6849478.993,335.041
"330",304473.598285385,6848478.9928241,305473.598285385,6849478.9928241,304473.598,6848478.993,342.915
"331",304473.598285385,6847478.9928241,305473.598285385,6848478.9928241,304473.598,6847478.993,294.565
"332",304473.598285385,6846478.9928241,305473.598285385,6847478.9928241,304473.598,6846478.993,275.935
"333",304473.598285385,6845478.9928241,305473.598285385,6846478.9928241,304473.598,6845478.993,274.716
"339",305473.598285385,6881478.9928241,306473.598285385,6882478.9928241,305473.598,6881478.993,591.162
"340",305473.598285385,6880478.9928241,306473.598285385,6881478.9928241,305473.598,6880478.993,768.045
"341",305473.598285385,6879478.9928241,306473.598285385,6880478.9928241,305473.598,6879478.993,690.313
"342",305473.598285385,6878478.9928241,306473.598285385,6879478.9928241,305473.598,6878478.993,614.213
"343",305473.598285385,6877478.9928241,306473.598285385,6878478.9928241,305473.598,6877478.993,467.603
"344",305473.598285385,6876478.9928241,306473.598285385,6877478.9928241,305473.598,6876478.993,469.301
"345",305473.598285385,6875478.9928241,306473.598285385,6876478.9928241,305473.598,6875478.993,667.284
"346",305473.598285385,6874478.9928241,306473.598285385,6875478.9928241,305473.598,6874478.993,646.471
"347",305473.598285385,6873478.9928241,306473.598285385,6874478.9928241,305473.598,6873478.993,566.269
"348",305473.598285385,6872478.9928241,306473.598285385,6873478.9928241,305473.598,6872478.993,689.482
"349",305473.598285385,6871478.9928241,306473.598285385,6872478.9928241,305473.598,6871478.993,636.331
"350",305473.598285385,6870478.9928241,306473.598285385,6871478.9928241,305473.598,6870478.993,767.130
"351",305473.598285385,6869478.9928241,306473.598285385,6870478.9928241,305473.598,6869478.993,804.722
"352",305473.598285385,6868478.9928241,306473.598285385,6869478.9928241,305473.598,6868478.993,674.650
"353",305473.598285385,6867478.9928241,306473.598285385,6868478.9928241,305473.598,6867478.993,574.982
"354",305473.598285385,6866478.9928241,306473.598285385,6867478.9928241,305473.598,6866478.993,634.925
"355",305473.598285385,6865478.9928241,306473.598285385,6866478.9928241,305473.598,6865478.993,706.942
"356",305473.598285385,6864478.9928241,306473.598285385,6865478.9928241,305473.598,6864478.993,623.598
"357",305473.598285385,6863478.9928241,306473.598285385,6864478.9928241,305473.598,6863478.993,565.081
"358",305473.598285385,6862478.9928241,306473.598285385,6863478.9928241,305473.598,6862478.993,577.875
"359",305473.598285385,6861478.9928241,306473.598285385,6862478.9928241,305473.598,6861478.993,382.180
"360",305473.598285385,6860478.9928241,306473.598285385,6861478.9928241,305473.598,6860478.993,440.042
"361",305473.598285385,6859478.9928241,306473.598285385,6860478.9928241,305473.598,6859478.993,444.367
"362",305473.598285385,6858478.9928241,306473.598285385,6859478.9928241,305473.598,6858478.993,411.094
"363",305473.598285385,6857478.9928241,306473.598285385,6858478.9928241,305473.598,6857478.993,438.786
"364",305473.598285385,6856478.9928241,306473.598285385,6857478.9928241,305473.598,6856478.993,593.737
"365",305473.598285385,6855478.9928241,306473.598285385,6856478.9928241,305473.598,6855478.993,627.085
"366",305473.598285385,6854478.9928241,306473.598285385,6855478.9928241,305473.598,6854478.993,593.436
"367",305473.598285385,6853478.9928241,306473.598285385,6854478.9928241,305473.598,6853478.993,590.147
"368",305473.598285385,6852478.9928241,306473.598285385,6853478.9928241,305473.598,6852478.993,597.075
"369",305473.598285385,6851478.9928241,306473.598285385,6852478.9928241,305473.598,6851478.993,548.832
"370",305473.598285385,6850478.9928241,306473.598285385,6851478.9928241,305473.598,6850478.993,624.778
"371",305473.598285385,6849478.9928241,306473.598285385,6850478.9928241,305473.598,6849478.993,655.771
"372",305473.598285385,6848478.9928241,306473.598285385,6849478.9928241,305473.598,6848478.993,430.489
"373",305473.598285385,6847478.9928241,306473.598285385,6848478.9928241,305473.598,6847478.993,336.687
"374",305473.598285385,6846478.9928241,306473.598285385,6847478.9928241,305473.598,6846478.993,282.488
"375",305473.598285385,6845478.9928241,306473.598285385,6846478.9928241,305473.598,6845478.993,259.600
"381",306473.598285385,6881478.9928241,307473.598285385,6882478.9928241,306473.598,6881478.993,511.160
"382",306473.598285385,6880478.9928241,307473.598285385,6881478.9928241,306473.598,6880478.993,652.719
"383",306473.598285385,6879478.9928241,307473.598285385,6880478.9928241,306473.598,6879478.993,799.842
