id,left,top,right,bottom,X,Y,Z
"613",311473.598285385,6859478.9928241,312473.598285385,6860478.9928241,311473.598,6859478.993,612.256
"614",311473.598285385,6858478.9928241,312473.598285385,6859478.9928241,311473.598,6858478.993,499.038
"615",311473.598285385,6857478.9928241,312473.598285385,6858478.9928241,311473.598,6857478.993,521.261
"616",311473.598285385,6856478.9928241,312473.598285385,6857478.9928241,311473.598,6856478.993,518.660
"617",311473.598285385,6855478.9928241,312473.598285385,6856478.9928241,311473.598,6855478.993,508.307
"618",311473.598285385,6854478.9928241,312473.598285385,6855478.9928241,311473.598,6854478.993,610.902
"619",311473.598285385,6853478.9928241,312473.598285385,6854478.9928241,311473.598,6853478.993,775.183
"620",311473.598285385,6852478.9928241,312473.598285385,6853478.9928241,311473.598,6852478.993,614.776
"621",311473.598285385,6851478.9928241,312473.598285385,6852478.9928241,311473.598,6851478.993,725.108
"622",311473.598285385,6850478.9928241,312473.598285385,6851478.9928241,311473.598,6850478.993,839.640
"623",311473.598285385,6849478.9928241,312473.598285385,6850478.9928241,311473.598,6849478.993,528.044
"624",311473.598285385,6848478.9928241,312473.598285385,6849478.9928241,311473.598,6848478.993,383.292
"625",311473.598285385,6847478.9928241,312473.598285385,6848478.9928241,311473.598,6847478.993,413.088
"626",311473.598285385,6846478.9928241,312473.598285385,6847478.9928241,311473.598,6846478.993,326.565
"627",311473.598285385,6845478.9928241,312473.598285385,6846478.9928241,311473.598,6845478.993,323.204
"633",312473.598285385,6881478.9928241,313473.598285385,6882478.9928241,312473.598,6881478.993,335.654
"634",312473.598285385,6880478.9928241,313473.598285385,6881478.9928241,312473.598,6880478.993,349.575
"635",312473.598285385,6879478.9928241,313473.598285385,6880478.9928241,312473.598,6879478.993,418.648
"636",312473.598285385,6878478.9928241,313473.598285385,6879478.9928241,312473.598,6878478.993,450.444
"637",312473.598285385,6877478.9928241,313473.598285385,6878478.9928241,312473.598,6877478.993,458.204
"638",312473.598285385,6876478.9928241,313473.598285385,6877478.9928241,312473.598,6876478.993,441.023
"639",312473.598285385,6875478.9928241,313473.598285385,6876478.9928241,312473.598,6875478.993,409.492
"640",312473.598285385,6874478.9928241,313473.598285385,6875478.9928241,312473.598,6874478.993,432.437
"641",312473.598285385,6873478.9928241,313473.598285385,6874478.9928241,312473.598,6873478.993,510.386
"642",312473.598285385,6872478.9928241,313473.598285385,6873478.9928241,312473.598,6872478.993,593.746
"643",312473.598285385,6871478.9928241,313473.598285385,6872478.9928241,312473.598,6871478.993,615.758
"644",312473.598285385,6870478.9928241,313473.598285385,6871478.9928241,312473.598,6870478.993,608.764
"645",312473.598285385,6869478.9928241,313473.598285385,6870478.9928241,312473.598,6869478.993,747.311
"646",312473.598285385,6868478.9928241,313473.598285385,6869478.9928241,312473.598,6868478.993,765.409
"647",312473.598285385,6867478.9928241,313473.598285385,6868478.9928241,312473.598,6867478.993,699.899
"648",312473.598285385,6866478.9928241,313473.598285385,6867478.9928241,312473.598,6866478.993,592.453
"649",312473.598285385,6865478.9928241,313473.598285385,6866478.9928241,312473.598,6865478.993,612.270
"650",312473.598285385,6864478.9928241,313473.598285385,6865478.9928241,312473.598,6864478.993,529.797
"651",312473.598285385,6863478.9928241,313473.598285385,6864478.9928241,312473.598,6863478.993,509.218
"652",312473.598285385,6862478.9928241,313473.598285385,6863478.9928241,312473.598,6862478.993,584.379
"653",312473.598285385,6861478.9928241,313473.598285385,6862478.9928241,312473.598,6861478.993,616.050
"654",312473.598285385,6860478.9928241,313473.598285385,6861478.9928241,312473.598,6860478.993,611.807
"655",312473.598285385,6859478.9928241,313473.598285385,6860478.9928241,312473.598,6859478.993,910.363
"656",312473.598285385,6858478.9928241,313473.598285385,6859478.9928241,312473.598,6858478.993,736.948
"657",312473.598285385,6857478.9928241,313473.598285385,6858478.9928241,312473.598,6857478.993,486.257
"658",312473.598285385,6856478.9928241,313473.598285385,6857478.9928241,312473.598,6856478.993,668.383
"659",312473.598285385,6855478.9928241,313473.598285385,6856478.9928241,312473.598,6855478.993,548.976
"660",312473.598285385,6854478.9928241,313473.598285385,6855478.9928241,312473.598,6854478.993,584.766
"661",312473.598285385,6853478.9928241,313473.598285385,6854478.9928241,312473.598,6853478.993,563.930
"662",312473.598285385,6852478.9928241,313473.598285385,6853478.9928241,312473.598,6852478.993,679.395
"663",312473.598285385,6851478.9928241,313473.598285385,6852478.9928241,312473.598,6851478.993,700.404
"664",312473.598285385,6850478.9928241,313473.598285385,6851478.9928241,312473.598,6850478.993,785.652
"665",312473.598285385,6849478.9928241,313473.598285385,6850478.9928241,312473.598,6849478.993,605.613
"666",312473.598285385,6848478.9928241,313473.598285385,6849478.9928241,312473.598,6848478.993,430.611
"667",312473.598285385,6847478.9928241,313473.598285385,6848478.9928241,312473.598,6847478.993,395.736
"668",312473.598285385,6846478.9928241,313473.598285385,6847478.9928241,312473.598,6846478.993,363.719
"669",312473.598285385,6845478.9928241,313473.598285385,6846478.9928241,312473.598,6845478.993,364.814
"675",313473.598285385,6881478.9928241,314473.598285385,6882478.9928241,313473.598,6881478.993,537.200
"676",313473.598285385,6880478.9928241,314473.598285385,6881478.9928241,313473.598,6880478.993,477.454
"677",313473.598285385,6879478.9928241,314473.598285385,6880478.9928241,313473.598,6879478.993,454.921
"678",313473.598285385,6878478.9928241,314473.598285385,6879478.9928241,313473.598,6878478.993,456.796
"679",313473.598285385,6877478.9928241,314473.598285385,6878478.9928241,313473.598,6877478.993,408.718
"680",313473.598285385,6876478.9928241,314473.598285385,6877478.9928241,313473.598,6876478.993,396.419
"681",313473.598285385,6875478.9928241,314473.598285385,6876478.9928241,313473.598,6875478.993,489.185
"682",313473.598285385,6874478.9928241,314473.598285385,6875478.9928241,313473.598,6874478.993,551.324
"683",313473.598285385,6873478.9928241,314473.598285385,6874478.9928241,313473.598,6873478.993,578.515
"684",313473.598285385,6872478.9928241,314473.598285385,6873478.9928241,313473.598,6872478.993,530.640
"685",313473.598285385,6871478.9928241,314473.598285385,6872478.9928241,313473.598,6871478.993,761.312
"686",313473.598285385,6870478.9928241,314473.598285385,6871478.9928241,313473.598,6870478.993,736.570
"687",313473.598285385,6869478.9928241,314473.598285385,6870478.9928241,313473.598,6869478.993,722.911
"688",313473.598285385,6868478.9928241,314473.598285385,6869478.9928241,313473.598,6868478.993,1083.969
"689",313473.598285385,6867478.9928241,314473.598285385,6868478.9928241,313473.598,6867478.993,1005.626
"690",313473.598285385,6866478.9928241,314473.598285385,6867478.9928241,313473.598,6866478.993,656.582
"691",313473.598285385,6865478.9928241,314473.598285385,6866478.9928241,313473.598,6865478.993,569.115
"692",313473.598285385,6864478.9928241,314473.598285385,6865478.9928241,313473.598,6864478.993,535.941
"693",313473.598285385,6863478.9928241,314473.598285385,6864478.9928241,313473.598,6863478.993,551.825
"694",313473.598285385,6862478.9928241,314473.598285385,6863478.9928241,313473.598,6862478.993,614.254
"695",313473.598285385,6861478.9928241,314473.598285385,6862478.9928241,313473.598,6861478.993,618.099
"696",313473.598285385,6860478.9928241,314473.598285385,6861478.9928241,313473.598,6860478.993,608.179
"697",313473.598285385,6859478.9928241,314473.598285385,6860478.9928241,313473.598,6859478.993,598.537
"698",313473.598285385,6858478.9928241,314473.598285385,6859478.9928241,313473.598,6858478.993,560.096
"699",313473.598285385,6857478.9928241,314473.598285385,6858478.9928241,313473.598,6857478.993,507.230
"700",313473.598285385,6856478.9928241,314473.598285385,6857478.9928241,313473.598,6856478.993,523.188
"701",313473.598285385,6855478.9928241,314473.598285385,6856478.9928241,313473.598,6855478.993,560.199
"702",313473.598285385,6854478.9928241,314473.598285385,6855478.9928241,313473.598,6854478.993,561.401
"703",313473.598285385,6853478.9928241,314473.598285385,6854478.9928241,313473.598,6853478.993,637.819
"704",313473.598285385,6852478.9928241,314473.598285385,6853478.9928241,313473.598,6852478.993,790.135
"705",313473.598285385,6851478.9928241,314473.598285385,6852478.9928241,313473.598,6851478.993,896.169
"706",313473.598285385,6850478.9928241,314473.598285385,6851478.9928241,313473.598,6850478.993,829.790
"707",313473.598285385,6849478.9928241,314473.598285385,6850478.9928241,313473.598,6849478.993,559.372
"708",313473.598285385,6848478.9928241,314473.598285385,6849478.9928241,313473.598,6848478.993,541.360
"709",313473.598285385,6847478.9928241,314473.598285385,6848478.9928241,313473.598,6847478.993,521.365
"710",313473.598285385,6846478.9928241,314473.598285385,6847478.9928241,313473.598,6846478.993,477.962
"711",313473.598285385,6845478.9928241,314473.598285385,6846478.9928241,313473.598,6845478.993,639.025
"717",314473.598285385,6881478.9928241,315473.598285385,6882478.9928241,314473.598,6881478.993,665.086
"718",314473.598285385,6880478.9928241,315473.598285385,6881478.9928241,314473.598,6880478.993,542.379
"719",314473.598285385,6879478.9928241,315473.598285385,6880478.9928241,314473.598,6879478.993,563.819
"720",314473.598285385,6878478.9928241,315473.598285385,6879478.9928241,314473.598,6878478.993,343.294
"721",314473.598285385,6877478.9928241,315473.598285385,6878478.9928241,314473.598,6877478.993,354.168
"722",314473.598285385,6876478.9928241,315473.598285385,6877478.9928241,314473.598,6876478.993,324.523
"723",314473.598285385,6875478.9928241,315473.598285385,6876478.9928241,314473.598,6875478.993,393.832
"724",314473.598285385,6874478.9928241,315473.598285385,6875478.9928241,314473.598,6874478.993,591.657
"725",314473.598285385,6873478.9928241,315473.598285385,6874478.9928241,314473.598,6873478.993,737.583
"726",314473.598285385,6872478.9928241,315473.598285385,6873478.9928241,314473.598,6872478.993,592.917
"727",314473.598285385,6871478.9928241,315473.598285385,6872478.9928241,314473.598,6871478.993,602.187
"728",314473.598285385,6870478.9928241,315473.598285385,6871478.9928241,314473.598,6870478.993,697.574
"729",314473.598285385,6869478.9928241,315473.598285385,6870478.9928241,314473.598,6869478.993,832.993
"730",314473.598285385,6868478.9928241,315473.598285385,6869478.9928241,314473.598,6868478.993,918.807
"731",314473.598285385,6867478.9928241,315473.598285385,6868478.9928241,314473.598,6867478.993,698.244
"732",314473.598285385,6866478.9928241,315473.598285385,6867478.9928241,314473.598,6866478.993,645.803
"733",314473.598285385,6865478.9928241,315473.598285385,6866478.9928241,314473.598,6865478.993,553.560
"734",314473.598285385,6864478.9928241,315473.598285385,6865478.9928241,314473.598,6864478.993,636.894
"735",314473.598285385,6863478.9928241,315473.598285385,6864478.9928241,314473.598,6863478.993,605.451
"736",314473.598285385,6862478.9928241,315473.598285385,6863478.9928241,314473.598,6862478.993,688.870
"737",314473.598285385,6861478.9928241,315473.598285385,6862478.9928241,314473.598,6861478.993,816.549
"738",314473.598285385,6860478.9928241,315473.598285385,6861478.9928241,314473.598,6860478.993,691.079
"739",314473.598285385,6859478.9928241,315473.598285385,6860478.9928241,314473.598,6859478.993,715.723
"740",314473.598285385,6858478.9928241,315473.598285385,6859478.9928241,314473.598,6858478.993,663.722
"741",314473.598285385,6857478.9928241,315473.598285385,6858478.9928241,314473.598,6857478.993,574.063
"742",314473.598285385,6856478.9928241,315473.598285385,6857478.9928241,314473.598,6856478.993,608.923
"743",314473.598285385,6855478.9928241,315473.598285385,6856478.9928241,314473.598,6855478.993,546.251
"744",314473.598285385,6854478.9928241,315473.598285385,6855478.9928241,314473.598,6854478.993,595.143
"745",314473.598285385,6853478.9928241,315473.598285385,6854478.9928241,314473.598,6853478.993,701.646
"746",314473.598285385,6852478.9928241,315473.598285385,6853478.9928241,314473.598,6852478.993,717.681
"747",314473.598285385,6851478.9928241,315473.598285385,6852478.9928241,314473.598,6851478.993,666.407
"748",314473.598285385,6850478.9928241,315473.598285385,6851478.9928241,314473.598,6850478.993,808.855
"749",314473.598285385,6849478.9928241,315473.598285385,6850478.9928241,314473.598,6849478.993,772.066
"750",314473.598285385,6848478.9928241,315473.598285385,6849478.9928241,314473.598,6848478.993,730.965
"751",314473.598285385,6847478.9928241,315473.598285385,6848478.9928241,314473.598,6847478.993,818.261
"752",314473.598285385,6846478.9928241,315473.598285385,6847478.9928241,314473.598,6846478.993,527.785
"753",314473.598285385,6845478.9928241,315473.598285385,6846478.9928241,314473.598,6845478.993,412.151
"759",315473.598285385,6881478.9928241,316473.598285385,6882478.9928241,315473.598,6881478.993,475.938
"760",315473.598285385,6880478.9928241,316473.598285385,6881478.9928241,315473.598,6880478.993,411.041
"761",315473.598285385,6879478.9928241,316473.598285385,6880478.9928241,315473.598,6879478.993,334.475
"762",315473.598285385,6878478.9928241,316473.598285385,6879478.9928241,315473.598,6878478.993,322.136
"763",315473.598285385,6877478.9928241,316473.598285385,6878478.9928241,315473.598,6877478.993,314.416
"764",315473.598285385,6876478.9928241,316473.598285385,6877478.9928241,315473.598,6876478.993,301.467
"765",315473.598285385,6875478.9928241,316473.598285385,6876478.9928241,315473.598,6875478.993,297.392
"766",315473.598285385,6874478.9928241,316473.598285385,6875478.9928241,315473.598,6874478.993,394.547
"767",315473.598285385,6873478.9928241,316473.598285385,6874478.9928241,315473.598,6873478.993,573.841
"768",315473.598285385,6872478.9928241,316473.598285385,6873478.9928241,315473.598,6872478.993,593.608
"769",315473.598285385,6871478.9928241,316473.598285385,6872478.9928241,315473.598,6871478.993,835.574
"770",315473.598285385,6870478.9928241,316473.598285385,6871478.9928241,315473.598,6870478.993,941.811
"771",315473.598285385,6869478.9928241,316473.598285385,6870478.9928241,315473.598,6869478.993,883.151
"772",315473.598285385,6868478.9928241,316473.598285385,6869478.9928241,315473.598,6868478.993,543.469
"773",315473.598285385,6867478.9928241,316473.598285385,6868478.9928241,315473.598,6867478.993,593.471
"774",315473.598285385,6866478.9928241,316473.598285385,6867478.9928241,315473.598,6866478.993,585.493
"775",315473.598285385,6865478.9928241,316473.598285385,6866478.9928241,315473.598,6865478.993,480.261
"776",315473.598285385,6864478.9928241,316473.598285385,6865478.9928241,315473.598,6864478.993,479.541
"777",315473.598285385,6863478.9928241,316473.598285385,6864478.9928241,315473.598,6863478.993,594.083
"778",315473.598285385,6862478.9928241,316473.598285385,6863478.9928241,315473.598,6862478.993,643.659
"779",315473.598285385,6861478.9928241,316473.598285385,6862478.9928241,315473.598,6861478.993,578.502
"780",315473.598285385,6860478.9928241,316473.598285385,6861478.9928241,315473.598,6860478.993,595.562
"781",315473.598285385,6859478.9928241,316473.598285385,6860478.9928241,315473.598,6859478.993,868.905
"782",315473.598285385,6858478.9928241,316473.598285385,6859478.9928241,315473.598,6858478.993,851.829
"783",315473.598285385,6857478.9928241,316473.598285385,6858478.9928241,315473.598,6857478.993,768.395
"784",315473.598285385,6856478.9928241,316473.598285385,6857478.9928241,315473.598,6856478.993,748.119
"785",315473.598285385,6855478.9928241,316473.598285385,6856478.9928241,315473.598,6855478.993,530.358
"786",315473.598285385,6854478.9928241,316473.598285385,6855478.9928241,315473.598,6854478.993,563.847
"787",315473.598285385,6853478.9928241,316473.598285385,6854478.9928241,315473.598,6853478.993,614.601
"788",315473.598285385,6852478.9928241,316473.598285385,6853478.9928241,315473.598,6852478.993,626.130
"789",315473.598285385,6851478.9928241,316473.598285385,6852478.9928241,315473.598,6851478.993,753.651
"790",315473.598285385,6850478.9928241,316473.598285385,6851478.9928241,315473.598,6850478.993,955.044
"791",315473.598285385,6849478.9928241,316473.598285385,6850478.9928241,315473.598,6849478.993,1072.052
"792",315473.598285385,6848478.9928241,316473.598285385,6849478.9928241,315473.598,6848478.993,856.277
"793",315473.598285385,6847478.9928241,316473.598285385,6848478.9928241,315473.598,6847478.993,686.118
"794",315473.598285385,6846478.9928241,316473.598285385,6847478.9928241,315473.598,6846478.993,467.607
"795",315473.598285385,6845478.9928241,316473.598285385,6846478.9928241,315473.598,6845478.993,364.499
"801",316473.598285385,6881478.9928241,317473.598285385,6882478.9928241,316473.598,6881478.993,297.245
"802",316473.598285385,6880478.9928241,317473.598285385,6881478.9928241,316473.598,6880478.993,295.352
"803",316473.598285385,6879478.9928241,317473.598285385,6880478.9928241,316473.598,6879478.993,297.490
"804",316473.598285385,6878478.9928241,317473.598285385,6879478.9928241,316473.598,6878478.993,302.729
"805",316473.598285385,6877478.9928241,317473.598285385,6878478.9928241,316473.598,6877478.993,300.096
"806",316473.598285385,6876478.9928241,317473.598285385,6877478.9928241,316473.598,6876478.993,297.132
"807",316473.598285385,6875478.9928241,317473.598285385,6876478.9928241,316473.598,6875478.993,297.933
"808",316473.598285385,6874478.9928241,317473.598285385,6875478.9928241,316473.598,6874478.993,314.854
"809",316473.598285385,6873478.9928241,317473.598285385,6874478.9928241,316473.598,6873478.993,383.168
"810",316473.598285385,6872478.9928241,317473.598285385,6873478.9928241,316473.598,6872478.993,678.534
"811",316473.598285385,6871478.9928241,317473.598285385,6872478.9928241,316473.598,6871478.993,637.835
"812",316473.598285385,6870478.9928241,317473.598285385,6871478.9928241,316473.598,6870478.993,678.058
"813",316473.598285385,6869478.9928241,317473.598285385,6870478.9928241,316473.598,6869478.993,611.291
"814",316473.598285385,6868478.9928241,317473.598285385,6869478.9928241,316473.598,6868478.993,563.284
"815",316473.598285385,6867478.9928241,317473.598285385,6868478.9928241,316473.598,6867478.993,471.310
"816",316473.598285385,6866478.9928241,317473.598285385,6867478.9928241,316473.598,6866478.993,525.103
"817",316473.598285385,6865478.9928241,317473.598285385,6866478.9928241,316473.598,6865478.993,479.108
"818",316473.598285385,6864478.9928241,317473.598285385,6865478.9928241,316473.598,6864478.993,538.161
"819",316473.598285385,6863478.9928241,317473.598285385,6864478.9928241,316473.598,6863478.993,491.086
"820",316473.598285385,6862478.9928241,317473.598285385,6863478.9928241,316473.598,6862478.993,511.875
"821",316473.598285385,6861478.9928241,317473.598285385,6862478.9928241,316473.598,6861478.993,577.624
"822",316473.598285385,6860478.9928241,317473.598285385,6861478.9928241,316473.598,6860478.993,734.987
"823",316473.598285385,6859478.9928241,317473.598285385,6860478.9928241,316473.598,6859478.993,961.018
"824",316473.598285385,6858478.9928241,317473.598285385,6859478.9928241,316473.598,6858478.993,794.303
"825",316473.598285385,6857478.9928241,317473.598285385,6858478.9928241,316473.598,6857478.993,685.423
"826",316473.598285385,6856478.9928241,317473.598285385,6857478.9928241,316473.598,6856478.993,668.483
"827",316473.598285385,6855478.9928241,317473.598285385,6856478.9928241,316473.598,6855478.993,562.139
"828",316473.598285385,6854478.9928241,317473.598285385,6855478.9928241,316473.598,6854478.993,658.877
"829",316473.598285385,6853478.9928241,317473.598285385,6854478.9928241,316473.598,6853478.993,624.946
"830",316473.598285385,6852478.9928241,317473.598285385,6853478.9928241,316473.598,6852478.993,652.271
"831",316473.598285385,6851478.9928241,317473.598285385,6852478.9928241,316473.598,6851478.993,737.017
"832",316473.598285385,6850478.9928241,317473.598285385,6851478.9928241,316473.598,6850478.993,751.408
"833",316473.598285385,6849478.9928241,317473.598285385,6850478.9928241,316473.598,6849478.993,742.817
"834",316473.598285385,6848478.9928241,317473.598285385,6849478.9928241,316473.598,6848478.993,608.492
"835",316473.598285385,6847478.9928241,317473.598285385,6848478.9928241,316473.598,6847478.993,502.728
"836",316473.598285385,6846478.9928241,317473.598285385,6847478.9928241,316473.598,6846478.993,426.371
"837",316473.598285385,6845478.9928241,317473.598285385,6846478.9928241,316473.598,6845478.993,372.293
"843",317473.598285385,6881478.9928241,318473.598285385,6882478.9928241,317473.598,6881478.993,288.555
"844",317473.598285385,6880478.9928241,318473.598285385,6881478.9928241,317473.598,6880478.993,293.958
"845",317473.598285385,6879478.9928241,318473.598285385,6880478.9928241,317473.598,6879478.993,297.000
"846",317473.598285385,6878478.9928241,318473.598285385,6879478.9928241,317473.598,6878478.993,298.250
"847",317473.598285385,6877478.9928241,318473.598285385,6878478.9928241,317473.598,6877478.993,298.355
"848",317473.598285385,6876478.9928241,318473.598285385,6877478.9928241,317473.598,6876478.993,297.240
"849",317473.598285385,6875478.9928241,318473.598285385,6876478.9928241,317473.598,6875478.993,306.041
"850",317473.598285385,6874478.9928241,318473.598285385,6875478.9928241,317473.598,6874478.993,404.366
"851",317473.598285385,6873478.9928241,318473.598285385,6874478.9928241,317473.598,6873478.993,321.134
"852",317473.598285385,6872478.9928241,318473.598285385,6873478.9928241,317473.598,6872478.993,388.576
"853",317473.598285385,6871478.9928241,318473.598285385,6872478.9928241,317473.598,6871478.993,447.671
"854",317473.598285385,6870478.9928241,318473.598285385,6871478.9928241,317473.598,6870478.993,500.589
"855",317473.598285385,6869478.9928241,318473.598285385,6870478.9928241,317473.598,6869478.993,500.197
"856",317473.598285385,6868478.9928241,318473.598285385,6869478.9928241,317473.598,6868478.993,425.911
"857",317473.598285385,6867478.9928241,318473.598285385,6868478.9928241,317473.598,6867478.993,421.419
"858",317473.598285385,6866478.9928241,318473.598285385,6867478.9928241,317473.598,6866478.993,427.494
"859",317473.598285385,6865478.9928241,318473.598285385,6866478.9928241,317473.598,6865478.993,451.370
"860",317473.598285385,6864478.9928241,318473.598285385,6865478.9928241,317473.598,6864478.993,468.818
"861",317473.598285385,6863478.9928241,318473.598285385,6864478.9928241,317473.598,6863478.993,579.170
"862",317473.598285385,6862478.9928241,318473.598285385,6863478.9928241,317473.598,6862478.993,576.242
"863",317473.598285385,6861478.9928241,318473.598285385,6862478.9928241,317473.598,6861478.993,684.419
"864",317473.598285385,6860478.9928241,318473.598285385,6861478.9928241,317473.598,6860478.993,723.520
"865",317473.598285385,6859478.9928241,318473.598285385,6860478.9928241,317473.598,6859478.993,667.944
"866",317473.598285385,6858478.9928241,318473.598285385,6859478.9928241,317473.598,6858478.993,825.471
"867",317473.598285385,6857478.9928241,318473.598285385,6858478.9928241,317473.598,6857478.993,705.138
"868",317473.598285385,6856478.9928241,318473.598285385,6857478.9928241,317473.598,6856478.993,623.949
"869",317473.598285385,6855478.9928241,318473.598285385,6856478.9928241,317473.598,6855478.993,606.873
"870",317473.598285385,6854478.9928241,318473.598285385,6855478.9928241,317473.598,6854478.993,610.834
"871",317473.598285385,6853478.9928241,318473.598285385,6854478.9928241,317473.598,6853478.993,606.510
"872",317473.598285385,6852478.9928241,318473.598285385,6853478.9928241,317473.598,6852478.993,651.783
"873",317473.598285385,6851478.9928241,318473.598285385,6852478.9928241,317473.598,6851478.993,772.450
"874",317473.598285385,6850478.9928241,318473.598285385,6851478.9928241,317473.598,6850478.993,872.655
"875",317473.598285385,6849478.9928241,318473.598285385,6850478.9928241,317473.598,6849478.993,1088.766
"876",317473.598285385,6848478.9928241,318473.598285385,6849478.9928241,317473.598,6848478.993,816.399
"877",317473.598285385,6847478.9928241,318473.598285385,6848478.9928241,317473.598,6847478.993,713.903
"878",317473.598285385,6846478.9928241,318473.598285385,6847478.9928241,317473.598,6846478.993,567.855
"879",317473.598285385,6845478.9928241,318473.598285385,6846478.9928241,317473.598,6845478.993,467.550
"885",318473.598285385,6881478.9928241,319473.598285385,6882478.9928241,318473.598,6881478.993,293.470
"886",318473.598285385,6880478.9928241,319473.598285385,6881478.9928241,318473.598,6880478.993,296.858
"887",318473.598285385,6879478.9928241,319473.598285385,6880478.9928241,318473.598,6879478.993,298.800
"888",318473.598285385,6878478.9928241,319473.598285385,6879478.9928241,318473.598,6878478.993,301.229
"889",318473.598285385,6877478.9928241,319473.598285385,6878478.9928241,318473.598,6877478.993,303.033
"890",318473.598285385,6876478.9928241,319473.598285385,6877478.9928241,318473.598,6876478.993,301.289
"891",318473.598285385,6875478.9928241,319473.598285385,6876478.9928241,318473.598,6875478.993,359.014
"892",318473.598285385,6874478.9928241,319473.598285385,6875478.9928241,318473.598,6874478.993,509.500
"893",318473.598285385,6873478.9928241,319473.598285385,6874478.9928241,318473.598,6873478.993,361.022
"894",318473.598285385,6872478.9928241,319473.598285385,6873478.9928241,318473.598,6872478.993,360.978
"895",318473.598285385,6871478.9928241,319473.598285385,6872478.9928241,318473.598,6871478.993,424.856
"896",318473.598285385,6870478.9928241,319473.598285385,6871478.9928241,318473.598,6870478.993,404.499
"897",318473.598285385,6869478.9928241,319473.598285385,6870478.9928241,318473.598,6869478.993,448.095
"898",318473.598285385,6868478.9928241,319473.598285385,6869478.9928241,318473.598,6868478.993,439.756
"899",318473.598285385,6867478.9928241,319473.598285385,6868478.9928241,318473.598,6867478.993,562.211
"900",318473.598285385,6866478.9928241,319473.598285385,6867478.9928241,318473.598,6866478.993,629.437
"901",318473.598285385,6865478.9928241,319473.598285385,6866478.9928241,318473.598,6865478.993,539.767
"902",318473.598285385,6864478.9928241,319473.598285385,6865478.9928241,318473.598,6864478.993,484.547
"903",318473.598285385,6863478.9928241,319473.598285385,6864478.9928241,318473.598,6863478.993,595.153
"904",318473.598285385,6862478.9928241,319473.598285385,6863478.9928241,318473.598,6862478.993,663.671
"905",318473.598285385,6861478.9928241,319473.598285385,6862478.9928241,318473.598,6861478.993,651.301
"906",318473.598285385,6860478.9928241,319473.598285385,6861478.9928241,318473.598,6860478.993,622.129
"907",318473.598285385,6859478.9928241,319473.598285385,6860478.9928241,318473.598,6859478.993,693.849
"908",318473.598285385,6858478.9928241,319473.598285385,6859478.9928241,318473.598,6858478.993,711.724
"909",318473.598285385,6857478.9928241,319473.598285385,6858478.9928241,318473.598,6857478.993,621.038
"910",318473.598285385,6856478.9928241,319473.598285385,6857478.9928241,318473.598,6856478.993,629.137
"911",318473.598285385,6855478.9928241,319473.598285385,6856478.9928241,318473.598,6855478.993,636.960
"912",318473.598285385,6854478.9928241,319473.598285385,6855478.9928241,318473.598,6854478.993,640.596
"913",318473.598285385,6853478.9928241,319473.598285385,6854478.9928241,318473.598,6853478.993,665.370
"914",318473.598285385,6852478.9928241,319473.598285385,6853478.9928241,318473.598,6852478.993,754.642
"915",318473.598285385,6851478.9928241,319473.598285385,6852478.9928241,318473.598,6851478.993,1004.415
"916",318473.598285385,6850478.9928241,319473.598285385,6851478.9928241,318473.598,6850478.993,976.388
"917",318473.598285385,6849478.9928241,319473.598285385,6850478.9928241,318473.598,6849478.993,794.381
"918",318473.598285385,6848478.9928241,319473.598285385,6849478.9928241,318473.598,6848478.993,657.867
"919",318473.598285385,6847478.9928241,319473.598285385,6848478.9928241,318473.598,6847478.993,557.313
"920",318473.598285385,6846478.9928241,319473.598285385,6847478.9928241,318473.598,6846478.993,442.127
"921",318473.598285385,6845478.9928241,319473.598285385,6846478.9928241,318473.598,6845478.993,391.956
"927",319473.598285385,6881478.9928241,320473.598285385,6882478.9928241,319473.598,6881478.993,295.350
"928",319473.598285385,6880478.9928241,320473.598285385,6881478.9928241,319473.598,6880478.993,299.380
"929",319473.598285385,6879478.9928241,320473.598285385,6880478.9928241,319473.598,6879478.993,302.002
"930",319473.598285385,6878478.9928241,320473.598285385,6879478.9928241,319473.598,6878478.993,305.564
"931",319473.598285385,6877478.9928241,320473.598285385,6878478.9928241,319473.598,6877478.993,307.987
"932",319473.598285385,6876478.9928241,320473.598285385,6877478.9928241,319473.598,6876478.993,326.146
"933",319473.598285385,6875478.9928241,320473.598285385,6876478.9928241,319473.598,6875478.993,459.345
"934",319473.598285385,6874478.9928241,320473.598285385,6875478.9928241,319473.598,6874478.993,507.492
"935",319473.598285385,6873478.9928241,320473.598285385,6874478.9928241,319473.598,6873478.993,508.194
"936",319473.598285385,6872478.9928241,320473.598285385,6873478.9928241,319473.598,6872478.993,430.854
"937",319473.598285385,6871478.9928241,320473.598285385,6872478.9928241,319473.598,6871478.993,388.901
"938",319473.598285385,6870478.9928241,320473.598285385,6871478.9928241,319473.598,6870478.993,376.009
"939",319473.598285385,6869478.9928241,320473.598285385,6870478.9928241,319473.598,6869478.993,396.357
"940",319473.598285385,6868478.9928241,320473.598285385,6869478.9928241,319473.598,6868478.993,424.892
"941",319473.598285385,6867478.9928241,320473.598285385,6868478.9928241,319473.598,6867478.993,480.798
"942",319473.598285385,6866478.9928241,320473.598285385,6867478.9928241,319473.598,6866478.993,512.375
"943",319473.598285385,6865478.9928241,320473.598285385,6866478.9928241,319473.598,6865478.993,499.966
